Collab_ID,Brand_ID,Creator_ID,Campaign_Start,Campaign_End,Budget_Spent,Impressions,Clicks,CTR,Conversions,CVR,is_success
CB_00254,BR_00015,CR_TK_106,2025-02-20,2025-03-22,2700000,1327,37,2.8,1,3.41,Y
CB_00255,BR_00017,CR_TK_025,2025-04-05,2025-07-04,200000,49504,2435,4.92,47,1.97,Y
CB_00256,BR_00070,CR_TK_097,2024-06-19,2024-09-17,8800000,76228,3666,4.81,142,3.9,Y
CB_00257,BR_00074,CR_TK_190,2024-01-15,2024-02-14,10200000,146,6,4.59,0,2.26,Y
CB_00258,BR_00016,CR_TK_059,2025-05-26,2025-07-25,900000,3458,149,4.31,2,1.99,Y
CB_00259,BR_00098,CR_YT_172,2024-04-26,2024-05-26,47600000,21266,682,3.21,7,1.07,N
CB_00260,BR_00056,CR_YT_196,2024-10-18,2024-12-17,1400000,34733,1649,4.75,60,3.67,Y
CB_00261,BR_00013,CR_YT_045,2024-04-16,2024-04-30,3000000,1777267,47097,2.65,1054,2.24,Y
CB_00262,BR_00097,CR_TK_020,2025-07-11,2025-07-25,32600000,33650,1420,4.22,40,2.84,N
CB_00263,BR_00054,CR_YT_109,2024-08-16,2024-10-15,1200000,152093,6737,4.43,258,3.83,Y
CB_00264,BR_00045,CR_TK_196,2025-04-20,2025-06-19,5400000,17189,711,4.14,13,1.89,N
CB_00265,BR_00048,CR_TK_101,2024-08-17,2024-11-15,1700000,191827,3951,2.06,135,3.43,Y
CB_00266,BR_00054,CR_TK_045,2024-09-04,2024-09-18,1700000,17722,187,1.06,1,1.04,N
CB_00267,BR_00048,CR_TK_131,2025-06-15,2025-09-13,1800000,57505,1891,3.29,38,2.01,Y
CB_00268,BR_00072,CR_TK_199,2025-02-04,2025-03-06,16000000,2106,25,1.21,0,3.76,Y
CB_00269,BR_00055,CR_YT_066,2025-10-13,2025-12-12,5200000,6531,301,4.62,6,2.31,Y
CB_00270,BR_00056,CR_YT_119,2024-04-11,2024-05-11,1200000,616762,25533,4.14,880,3.45,Y
CB_00271,BR_00081,CR_TK_170,2024-09-23,2024-12-22,11300000,1210,16,1.37,0,0.59,N
CB_00272,BR_00002,CR_TK_022,2025-08-30,2025-09-29,1000000,8534,399,4.68,3,0.78,N
CB_00273,BR_00049,CR_YT_013,2024-05-13,2024-07-12,2400000,195968,3429,1.75,95,2.78,Y
CB_00274,BR_00029,CR_YT_153,2024-07-17,2024-10-15,1200000,7597,321,4.23,5,1.82,Y
CB_00275,BR_00034,CR_TK_038,2024-02-22,2024-03-23,1100000,21841,238,1.09,9,3.95,Y
CB_00276,BR_00014,CR_YT_057,2025-04-15,2025-07-14,1000000,5543,113,2.05,1,1.13,N
CB_00277,BR_00010,CR_YT_254,2025-01-05,2025-02-04,3100000,465792,5077,1.09,38,0.76,N
CB_00278,BR_00081,CR_YT_040,2024-08-03,2024-10-02,16300000,1066,49,4.63,1,3.33,Y
CB_00279,BR_00024,CR_YT_153,2024-01-11,2024-02-10,1500000,6994,309,4.42,2,0.91,N
CB_00280,BR_00044,CR_YT_178,2025-05-10,2025-08-08,2600000,18313,565,3.09,7,1.39,N
CB_00281,BR_00016,CR_YT_099,2025-09-12,2025-09-26,1100000,640,25,4.04,0,1.26,N
CB_00282,BR_00047,CR_YT_059,2024-08-10,2024-08-24,2900000,846954,33115,3.91,1255,3.79,Y
CB_00283,BR_00035,CR_YT_141,2025-05-08,2025-06-07,5200000,378349,12145,3.21,185,1.53,N
CB_00284,BR_00096,CR_TK_115,2025-05-22,2025-07-21,39400000,427670,7569,1.77,84,1.11,N
CB_00285,BR_00088,CR_TK_134,2024-10-14,2024-12-13,5300000,10709,358,3.35,3,1.08,N
CB_00286,BR_00027,CR_TK_189,2025-05-14,2025-07-13,3000000,44376,1770,3.99,59,3.36,Y
CB_00287,BR_00080,CR_YT_056,2025-09-13,2025-11-12,19600000,256455,6411,2.5,173,2.71,Y
CB_00288,BR_00009,CR_YT_231,2024-06-20,2024-07-04,1300000,1790486,47268,2.64,1233,2.61,Y
CB_00289,BR_00083,CR_TK_187,2025-06-27,2025-07-27,5100000,25649,1087,4.24,21,2.0,Y
CB_00290,BR_00024,CR_YT_184,2024-09-08,2024-09-22,800000,11932,188,1.58,3,1.6,N
CB_00291,BR_00002,CR_YT_164,2024-01-12,2024-02-11,1500000,8812,201,2.29,2,1.31,N
CB_00292,BR_00009,CR_YT_198,2024-10-17,2025-01-15,500000,48194,1561,3.24,46,3.01,Y
CB_00293,BR_00086,CR_YT_039,2025-08-10,2025-10-09,20400000,2871,122,4.25,1,1.19,N
CB_00294,BR_00007,CR_TK_111,2025-05-20,2025-07-19,1200000,428527,6342,1.48,131,2.08,Y
CB_00295,BR_00077,CR_YT_168,2025-08-28,2025-10-27,14800000,87363,934,1.07,30,3.24,Y
CB_00296,BR_00074,CR_YT_003,2025-04-17,2025-05-17,4100000,149233,1716,1.15,40,2.37,Y
CB_00297,BR_00068,CR_YT_021,2024-12-11,2024-12-25,4600000,41119,1731,4.21,52,3.03,Y
CB_00298,BR_00036,CR_YT_163,2024-12-20,2025-02-18,800000,1188558,35419,2.98,233,0.66,N
CB_00299,BR_00039,CR_TK_057,2025-04-10,2025-06-09,2800000,4766,71,1.49,1,1.81,Y
CB_00300,BR_00080,CR_YT_053,2024-01-30,2024-02-29,9800000,153215,2175,1.42,35,1.63,N
CB_00301,BR_00089,CR_TK_071,2025-03-22,2025-04-21,10500000,2852,131,4.61,2,1.79,Y
CB_00302,BR_00069,CR_YT_003,2024-02-23,2024-03-24,19600000,53328,634,1.19,9,1.57,Y
CB_00303,BR_00034,CR_YT_169,2025-09-19,2025-11-18,1600000,8422,130,1.55,2,2.11,Y
CB_00304,BR_00017,CR_YT_164,2024-05-31,2024-08-29,700000,12194,323,2.65,6,2.06,Y
CB_00306,BR_00094,CR_YT_248,2024-08-19,2024-09-02,49100000,1431556,19039,1.33,466,2.45,Y
CB_00307,BR_00032,CR_TK_038,2025-10-24,2025-11-23,1300000,19401,578,2.98,7,1.24,Y
CB_00308,BR_00086,CR_YT_111,2025-04-24,2025-06-23,10500000,7417,135,1.83,3,2.57,Y
CB_00309,BR_00041,CR_TK_090,2024-11-15,2025-01-14,2900000,47696,677,1.42,6,0.96,N
CB_00310,BR_00047,CR_YT_198,2025-04-08,2025-07-07,3700000,87599,1532,1.75,22,1.47,N
CB_00311,BR_00022,CR_TK_052,2024-11-10,2025-02-08,3300000,4479,201,4.5,6,3.11,Y
CB_00312,BR_00031,CR_YT_009,2025-04-16,2025-05-16,1900000,167004,5210,3.12,90,1.73,Y
CB_00313,BR_00016,CR_TK_175,2025-07-17,2025-07-31,900000,5142,133,2.59,2,2.01,Y
CB_00315,BR_00025,CR_YT_151,2024-07-12,2024-09-10,400000,4517,154,3.43,3,2.32,Y
CB_00316,BR_00014,CR_TK_049,2024-02-21,2024-03-22,2800000,1277,15,1.21,0,0.62,N
CB_00317,BR_00035,CR_YT_123,2024-03-08,2024-06-06,1800000,159763,5559,3.48,167,3.01,Y
CB_00318,BR_00051,CR_YT_202,2024-04-13,2024-05-13,3400000,1969,40,2.07,0,1.22,N
CB_00319,BR_00027,CR_YT_178,2025-10-14,2025-11-13,2500000,29208,295,1.01,3,1.15,N
CB_00320,BR_00090,CR_TK_019,2025-05-03,2025-06-02,25100000,100633,1690,1.68,48,2.89,Y
CB_00321,BR_00022,CR_YT_096,2024-12-06,2025-02-04,1600000,12491,362,2.9,6,1.67,Y
CB_00322,BR_00023,CR_TK_199,2024-09-27,2024-10-11,1600000,3000,31,1.04,0,1.73,N
CB_00323,BR_00061,CR_YT_299,2024-01-02,2024-03-02,15900000,75359,889,1.18,4,0.56,N
CB_00324,BR_00088,CR_YT_149,2024-08-21,2024-11-19,10200000,107264,4397,4.1,37,0.85,N
CB_00325,BR_00095,CR_YT_172,2025-04-08,2025-06-07,73500000,36810,747,2.03,16,2.2,N
CB_00326,BR_00047,CR_YT_235,2024-01-14,2024-02-13,2800000,369887,11355,3.07,320,2.82,Y
CB_00327,BR_00077,CR_YT_248,2024-04-25,2024-05-25,26400000,2238009,24170,1.08,949,3.93,Y
CB_00328,BR_00029,CR_TK_038,2024-05-25,2024-06-24,800000,25418,1006,3.96,39,3.91,Y
CB_00329,BR_00047,CR_YT_106,2024-04-01,2024-05-01,5500000,9184,131,1.43,1,1.46,N
CB_00330,BR_00081,CR_TK_048,2025-07-11,2025-09-09,30400000,1426,24,1.7,0,3.69,Y
CB_00331,BR_00045,CR_TK_155,2024-12-05,2025-02-03,4000000,14343,301,2.1,3,1.17,N
CB_00332,BR_00075,CR_YT_267,2024-12-17,2025-03-17,11500000,7368,240,3.27,7,3.27,Y
CB_00333,BR_00045,CR_YT_148,2024-04-22,2024-05-06,3600000,146315,4199,2.87,43,1.03,N
CB_00334,BR_00038,CR_TK_020,2025-07-25,2025-08-24,1700000,26218,1101,4.2,6,0.55,N
CB_00335,BR_00006,CR_YT_112,2024-10-16,2025-01-14,1500000,46837,477,1.02,8,1.73,N
CB_00336,BR_00001,CR_YT_026,2024-09-14,2024-10-14,800000,233155,10352,4.44,292,2.83,Y
CB_00337,BR_00099,CR_YT_288,2024-06-07,2024-06-21,81700000,61014,2397,3.93,48,2.01,Y
CB_00338,BR_00011,CR_YT_149,2024-08-12,2024-08-26,2500000,72224,3069,4.25,83,2.73,Y
CB_00339,BR_00055,CR_YT_205,2024-04-10,2024-05-10,5000000,91918,1553,1.69,31,2.03,Y
CB_00340,BR_00042,CR_TK_112,2025-08-15,2025-09-14,3900000,9345,143,1.54,3,2.44,Y
CB_00341,BR_00039,CR_YT_157,2024-03-28,2024-04-27,2100000,523391,16643,3.18,302,1.82,Y
CB_00342,BR_00056,CR_YT_050,2024-05-21,2024-08-19,1100000,2538,120,4.74,3,2.99,Y
CB_00343,BR_00060,CR_YT_182,2025-03-13,2025-05-12,400000,7500,83,1.11,2,2.46,N
CB_00344,BR_00099,CR_YT_216,2024-03-31,2024-04-30,74000000,593,11,1.97,0,2.29,Y
CB_00345,BR_00017,CR_TK_018,2025-07-10,2025-10-08,700000,889,38,4.38,0,0.94,N
CB_00346,BR_00086,CR_YT_004,2025-04-18,2025-07-17,15900000,1438,17,1.22,0,3.4,Y
CB_00347,BR_00084,CR_YT_055,2024-12-07,2025-03-07,6300000,3378,98,2.93,1,1.66,Y
CB_00348,BR_00008,CR_YT_063,2025-08-21,2025-11-19,3100000,911,16,1.82,0,1.0,Y
CB_00349,BR_00095,CR_TK_196,2025-05-22,2025-06-21,38300000,17664,778,4.41,12,1.55,N
CB_00350,BR_00040,CR_TK_069,2024-01-07,2024-03-07,3200000,76713,974,1.27,10,1.04,N
CB_00351,BR_00016,CR_YT_267,2024-04-09,2024-05-09,700000,5496,237,4.33,4,2.05,Y
CB_00352,BR_00008,CR_TK_175,2024-05-04,2024-06-03,2100000,10947,468,4.28,16,3.45,Y
CB_00353,BR_00070,CR_YT_134,2025-09-19,2025-11-18,14700000,79775,2177,2.73,59,2.73,Y
CB_00354,BR_00024,CR_YT_073,2024-09-03,2024-10-03,1300000,103180,1857,1.8,40,2.18,N
CB_00355,BR_00038,CR_TK_042,2024-04-12,2024-07-11,2200000,30382,777,2.56,22,2.94,Y
CB_00356,BR_00014,CR_YT_238,2025-03-02,2025-05-01,1000000,7387,109,1.48,2,1.86,Y
CB_00358,BR_00093,CR_YT_235,2024-10-10,2024-10-24,77200000,380928,16837,4.42,380,2.26,Y
CB_00359,BR_00045,CR_TK_163,2025-06-21,2025-08-20,3700000,1771,28,1.61,0,2.8,Y
CB_00360,BR_00073,CR_YT_174,2025-04-15,2025-05-15,4500000,2184,48,2.21,0,1.88,N
CB_00361,BR_00083,CR_YT_248,2025-01-20,2025-03-21,6500000,1215261,46544,3.83,1056,2.27,Y
CB_00362,BR_00085,CR_YT_270,2024-09-22,2024-10-22,23200000,142997,4747,3.32,121,2.55,Y
CB_00363,BR_00052,CR_YT_035,2024-02-16,2024-03-01,3900000,11066,153,1.39,1,0.87,N
CB_00364,BR_00087,CR_YT_244,2024-11-27,2024-12-27,32100000,6610,259,3.93,3,1.33,Y
CB_00365,BR_00023,CR_TK_073,2025-01-28,2025-03-29,4000000,1431,28,2.0,0,0.63,N
CB_00366,BR_00096,CR_YT_038,2025-03-28,2025-04-27,43800000,2920616,136976,4.69,2219,1.62,Y
CB_00367,BR_00090,CR_YT_231,2025-01-21,2025-02-20,28000000,2584014,46512,1.8,641,1.38,N
CB_00368,BR_00057,CR_TK_048,2024-10-19,2024-11-18,1200000,670,28,4.26,0,3.33,Y
CB_00369,BR_00025,CR_YT_045,2025-08-19,2025-09-02,700000,1862951,33719,1.81,1126,3.34,Y
CB_00370,BR_00001,CR_YT_185,2025-02-21,2025-05-22,1000000,1289,22,1.74,0,3.05,Y
CB_00371,BR_00094,CR_TK_029,2025-06-24,2025-08-23,43100000,1993,85,4.31,1,2.25,Y
CB_00372,BR_00046,CR_TK_017,2025-07-26,2025-08-25,3200000,6595,230,3.5,8,3.56,Y
CB_00374,BR_00043,CR_YT_012,2024-08-17,2024-09-16,2300000,3306,125,3.81,0,0.74,N
CB_00375,BR_00021,CR_TK_196,2024-10-21,2024-11-04,2600000,10972,336,3.07,8,2.64,Y
CB_00376,BR_00040,CR_YT_205,2025-09-25,2025-10-09,2900000,117297,3905,3.33,147,3.78,Y
CB_00377,BR_00034,CR_TK_035,2024-01-31,2024-02-14,1800000,530132,12405,2.34,394,3.18,Y
CB_00379,BR_00010,CR_TK_113,2025-07-31,2025-10-29,4400000,809444,9227,1.14,362,3.93,Y
CB_00380,BR_00054,CR_TK_007,2025-09-19,2025-10-03,1600000,69244,1052,1.52,31,3.03,Y
CB_00381,BR_00014,CR_YT_019,2025-05-23,2025-08-21,1200000,51871,1509,2.91,48,3.24,Y
CB_00382,BR_00030,CR_YT_011,2024-02-26,2024-03-11,1100000,13234,415,3.14,14,3.51,Y
CB_00383,BR_00088,CR_TK_051,2024-01-19,2024-04-18,10000000,108079,2712,2.51,25,0.94,N
CB_00384,BR_00090,CR_YT_219,2025-07-16,2025-08-15,9500000,18028,623,3.46,22,3.66,Y
CB_00385,BR_00046,CR_YT_100,2024-12-17,2025-02-15,3500000,666941,9137,1.37,49,0.54,N
CB_00386,BR_00053,CR_TK_083,2025-07-03,2025-10-01,1100000,2125947,95455,4.49,1307,1.37,N
CB_00387,BR_00008,CR_YT_040,2024-02-28,2024-03-29,2200000,1024,23,2.26,0,2.61,Y
CB_00388,BR_00032,CR_YT_150,2024-05-12,2024-08-10,900000,378764,13749,3.63,105,0.77,N
CB_00389,BR_00070,CR_YT_106,2025-05-21,2025-06-20,15200000,14390,398,2.77,6,1.56,N
CB_00390,BR_00047,CR_TK_100,2025-07-18,2025-08-17,5300000,23756,1085,4.57,17,1.62,N
CB_00391,BR_00070,CR_YT_258,2024-04-16,2024-04-30,8400000,444154,21319,4.8,469,2.2,Y
CB_00393,BR_00019,CR_YT_019,2024-08-28,2024-10-27,3200000,58411,852,1.46,19,2.25,N
CB_00394,BR_00005,CR_YT_139,2024-10-11,2025-01-09,2800000,50903,682,1.34,10,1.48,N
CB_00395,BR_00079,CR_YT_197,2025-05-22,2025-06-05,8700000,199,2,1.18,0,1.22,N
CB_00396,BR_00024,CR_TK_038,2025-03-17,2025-06-15,600000,27579,874,3.17,15,1.72,N
CB_00397,BR_00004,CR_TK_166,2025-09-15,2025-10-15,1500000,25610,1085,4.24,27,2.57,Y
CB_00398,BR_00097,CR_YT_015,2024-12-15,2025-03-15,25900000,206754,8104,3.92,248,3.07,Y
CB_00399,BR_00008,CR_TK_114,2024-04-21,2024-07-20,2100000,3197,118,3.71,4,3.5,Y
CB_00400,BR_00069,CR_YT_238,2025-03-10,2025-06-08,17000000,12144,247,2.04,9,3.86,Y
CB_00401,BR_00060,CR_TK_082,2024-08-31,2024-09-30,700000,2679,99,3.73,1,1.46,N
CB_00402,BR_00032,CR_TK_095,2025-07-09,2025-08-08,800000,31375,1085,3.46,19,1.77,Y
CB_00403,BR_00085,CR_YT_129,2025-10-30,2026-01-28,7800000,222977,8116,3.64,278,3.43,Y
CB_00404,BR_00023,CR_YT_228,2025-04-18,2025-05-02,2400000,18269,887,4.86,19,2.18,Y
CB_00405,BR_00072,CR_YT_112,2025-02-22,2025-03-08,15400000,26870,1233,4.59,29,2.43,N
CB_00406,BR_00009,CR_YT_226,2024-07-03,2024-08-02,1100000,25532,1143,4.48,10,0.95,N
CB_00407,BR_00081,CR_YT_090,2024-05-30,2024-08-28,22800000,43850,1587,3.62,18,1.14,N
CB_00408,BR_00065,CR_TK_141,2025-03-26,2025-06-24,8500000,2034,38,1.91,1,3.83,Y
CB_00409,BR_00034,CR_TK_200,2024-09-20,2024-10-04,2700000,3447,83,2.41,2,3.01,Y
CB_00410,BR_00077,CR_YT_121,2024-12-24,2025-01-07,10600000,47884,1455,3.04,19,1.33,N
CB_00411,BR_00042,CR_YT_293,2025-01-15,2025-03-16,1600000,120208,2560,2.13,15,0.59,N
CB_00412,BR_00078,CR_TK_104,2025-01-03,2025-02-02,26400000,11653,291,2.5,11,3.8,Y
CB_00413,BR_00038,CR_TK_019,2024-02-01,2024-03-02,1800000,66142,1058,1.6,27,2.57,Y
CB_00414,BR_00014,CR_TK_012,2024-08-04,2024-09-03,1800000,710099,21515,3.03,546,2.54,Y
CB_00415,BR_00045,CR_TK_182,2024-08-08,2024-10-07,5000000,684,26,3.91,0,1.83,N
CB_00416,BR_00084,CR_YT_041,2024-03-20,2024-04-19,13100000,61208,2154,3.52,66,3.07,Y
CB_00417,BR_00069,CR_TK_076,2024-05-04,2024-08-02,18200000,1024310,37284,3.64,864,2.32,Y
CB_00418,BR_00041,CR_YT_138,2024-07-18,2024-10-16,1900000,2063009,40641,1.97,1296,3.19,Y
CB_00419,BR_00047,CR_YT_119,2025-04-11,2025-05-11,4800000,327963,6428,1.96,196,3.06,Y
CB_00420,BR_00053,CR_YT_186,2024-03-22,2024-04-21,2500000,56817,1392,2.45,30,2.19,Y
CB_00421,BR_00030,CR_YT_230,2025-03-04,2025-04-03,900000,13689,205,1.5,4,2.38,Y
CB_00422,BR_00100,CR_TK_166,2025-02-21,2025-05-22,61900000,19999,835,4.18,14,1.7,N
CB_00423,BR_00016,CR_YT_042,2025-02-22,2025-04-23,1100000,33369,994,2.98,35,3.59,Y
CB_00424,BR_00026,CR_TK_161,2024-07-03,2024-09-01,800000,697,14,2.05,0,2.44,N
CB_00425,BR_00061,CR_TK_081,2024-04-13,2024-05-13,15800000,18117,199,1.1,2,1.08,N
CB_00426,BR_00010,CR_YT_068,2025-06-11,2025-09-09,5300000,1463,35,2.42,0,1.91,N
CB_00427,BR_00072,CR_YT_124,2024-10-27,2024-11-10,11300000,8074,189,2.35,4,2.63,Y
CB_00428,BR_00014,CR_TK_070,2024-02-16,2024-03-01,2300000,435567,12195,2.8,235,1.93,Y
CB_00429,BR_00058,CR_TK_080,2025-03-22,2025-04-21,3700000,309311,12155,3.93,368,3.03,Y
CB_00430,BR_00076,CR_TK_170,2025-06-05,2025-06-19,7700000,730,24,3.37,0,2.86,Y
CB_00431,BR_00059,CR_YT_195,2024-11-24,2025-01-23,700000,106238,2252,2.12,72,3.21,N
CB_00432,BR_00030,CR_YT_153,2025-05-20,2025-06-19,400000,6273,194,3.1,4,2.28,Y
CB_00433,BR_00055,CR_YT_147,2024-11-26,2025-01-25,2600000,17546,275,1.57,9,3.35,Y
CB_00434,BR_00095,CR_TK_152,2024-08-03,2024-10-02,58700000,15533,537,3.46,4,0.85,N
CB_00435,BR_00037,CR_YT_085,2024-05-01,2024-05-31,2400000,804540,36526,4.54,551,1.51,Y
CB_00436,BR_00034,CR_TK_011,2024-04-18,2024-05-18,2700000,1814,33,1.83,1,3.44,Y
CB_00437,BR_00097,CR_YT_087,2024-01-29,2024-04-28,41700000,66056,2087,3.16,68,3.3,Y
CB_00438,BR_00001,CR_YT_251,2024-01-27,2024-02-26,600000,1092198,35824,3.28,1096,3.06,Y
CB_00439,BR_00067,CR_YT_065,2025-04-09,2025-05-09,15700000,2041,95,4.68,0,0.92,N
CB_00440,BR_00056,CR_YT_253,2024-09-26,2024-10-10,1700000,25628,1007,3.93,9,0.91,N
CB_00441,BR_00046,CR_TK_112,2024-03-21,2024-04-20,3000000,11125,337,3.03,4,1.47,N
CB_00442,BR_00081,CR_TK_077,2025-06-09,2025-06-23,24000000,7083,332,4.7,6,2.02,Y
CB_00443,BR_00091,CR_TK_107,2025-06-17,2025-07-17,35200000,1965,85,4.35,2,2.69,Y
CB_00444,BR_00082,CR_TK_022,2024-01-09,2024-02-08,8900000,6133,292,4.77,8,2.86,Y
CB_00445,BR_00034,CR_YT_241,2024-06-04,2024-08-03,3100000,2345061,49949,2.13,599,1.2,N
CB_00446,BR_00012,CR_TK_187,2025-06-12,2025-07-12,600000,23572,761,3.23,9,1.23,N
CB_00447,BR_00023,CR_YT_020,2025-03-04,2025-04-03,3000000,125076,2426,1.94,41,1.72,N
CB_00448,BR_00068,CR_TK_037,2024-07-03,2024-08-02,13300000,841,30,3.67,0,2.22,N
CB_00449,BR_00081,CR_YT_201,2025-09-04,2025-10-04,20200000,477757,8981,1.88,347,3.87,Y
CB_00450,BR_00097,CR_TK_092,2024-10-21,2024-12-20,44000000,2882,105,3.65,0,0.91,N
CB_00451,BR_00060,CR_TK_190,2024-11-22,2024-12-06,400000,261,3,1.51,0,3.59,Y
CB_00452,BR_00063,CR_TK_008,2025-02-25,2025-03-27,5600000,156425,2909,1.86,101,3.48,Y
CB_00453,BR_00053,CR_YT_032,2025-07-29,2025-08-28,1700000,407567,10474,2.57,214,2.05,Y
CB_00454,BR_00052,CR_YT_134,2024-02-25,2024-03-26,2700000,50570,1795,3.55,11,0.66,N
CB_00455,BR_00058,CR_YT_210,2024-08-14,2024-11-12,4100000,2711447,111711,4.12,994,0.89,N
CB_00456,BR_00079,CR_TK_013,2024-12-03,2025-01-02,6800000,1623,63,3.89,2,3.31,Y
CB_00457,BR_00012,CR_TK_100,2024-12-07,2025-01-06,2100000,34015,1231,3.62,28,2.32,Y
CB_00458,BR_00047,CR_YT_275,2024-07-22,2024-08-21,5200000,189887,7348,3.87,111,1.52,N
CB_00459,BR_00021,CR_TK_167,2025-01-17,2025-02-16,2200000,2093,41,1.99,0,0.55,N
CB_00460,BR_00003,CR_TK_087,2025-06-23,2025-07-07,1700000,2274,26,1.17,0,1.49,N
CB_00461,BR_00004,CR_YT_118,2025-10-08,2025-11-07,400000,90102,3829,4.25,69,1.82,Y
CB_00462,BR_00052,CR_YT_068,2024-10-03,2024-10-17,1400000,1037,39,3.81,1,3.06,N
CB_00463,BR_00003,CR_YT_008,2025-07-08,2025-10-06,2600000,19554,655,3.35,12,1.87,Y
CB_00464,BR_00078,CR_TK_140,2024-11-15,2024-12-15,15300000,2226,49,2.21,1,2.11,Y
CB_00465,BR_00013,CR_YT_136,2025-08-13,2025-10-12,2200000,401609,7590,1.89,145,1.92,Y
CB_00466,BR_00036,CR_YT_248,2024-10-18,2025-01-16,1700000,1592432,79143,4.97,2413,3.05,Y
CB_00467,BR_00048,CR_TK_091,2025-07-13,2025-07-27,2200000,2450,26,1.1,0,3.2,Y
CB_00468,BR_00058,CR_YT_190,2025-05-03,2025-08-01,1500000,748643,11828,1.58,319,2.7,N
CB_00469,BR_00011,CR_YT_049,2025-07-28,2025-08-27,1700000,24712,832,3.37,6,0.79,N
CB_00470,BR_00052,CR_TK_016,2025-04-29,2025-07-28,3500000,441110,8513,1.93,271,3.19,N
CB_00471,BR_00033,CR_YT_211,2024-11-14,2024-12-14,5000000,399,15,3.76,0,2.6,Y
CB_00472,BR_00001,CR_YT_138,2024-08-02,2024-10-31,1300000,2933574,66005,2.25,1834,2.78,Y
CB_00473,BR_00042,CR_YT_237,2025-05-09,2025-08-07,3400000,62507,2456,3.93,91,3.72,Y
CB_00474,BR_00055,CR_TK_059,2024-03-20,2024-05-19,1800000,2036,62,3.08,0,0.93,N
CB_00475,BR_00026,CR_YT_225,2024-04-26,2024-05-10,2900000,1257,43,3.5,1,2.34,N
CB_00476,BR_00018,CR_TK_084,2025-07-14,2025-09-12,300000,134517,3685,2.74,56,1.53,N
CB_00477,BR_00087,CR_YT_139,2025-06-19,2025-07-19,23100000,33035,1189,3.6,11,1.0,Y
CB_00478,BR_00067,CR_TK_051,2024-07-28,2024-10-26,16100000,106079,3627,3.42,77,2.15,Y
CB_00479,BR_00027,CR_TK_180,2024-12-04,2025-01-03,1200000,11166,323,2.9,5,1.61,N
CB_00481,BR_00013,CR_YT_276,2025-04-14,2025-05-14,1300000,103939,3513,3.38,25,0.73,N
CB_00482,BR_00082,CR_YT_287,2024-08-19,2024-09-18,18200000,1476944,31015,2.1,1045,3.37,Y
CB_00483,BR_00055,CR_YT_300,2024-11-09,2024-12-09,3800000,354891,7168,2.02,171,2.39,Y
CB_00484,BR_00085,CR_YT_104,2024-03-20,2024-06-18,10900000,663294,14061,2.12,199,1.42,N
CB_00485,BR_00014,CR_YT_065,2025-06-18,2025-09-16,2100000,1468,48,3.3,1,3.49,Y
CB_00486,BR_00078,CR_YT_142,2025-09-22,2025-11-21,10900000,78922,1523,1.93,19,1.26,N
CB_00487,BR_00079,CR_YT_076,2024-05-26,2024-06-25,5900000,39893,522,1.31,20,3.89,Y
CB_00488,BR_00018,CR_YT_262,2025-03-26,2025-05-25,400000,513223,15396,3.0,140,0.91,N
CB_00489,BR_00072,CR_YT_202,2025-01-21,2025-03-22,17500000,1204,52,4.35,0,1.61,N
CB_00490,BR_00011,CR_TK_153,2025-09-11,2025-10-11,3900000,4140,179,4.33,5,2.99,Y
CB_00491,BR_00056,CR_YT_287,2025-03-28,2025-05-27,1500000,761594,11271,1.48,411,3.65,Y
CB_00492,BR_00084,CR_YT_179,2024-07-01,2024-07-15,17500000,1262016,51490,4.08,880,1.71,Y
CB_00493,BR_00055,CR_YT_110,2025-09-23,2025-12-22,4800000,3881,68,1.76,1,1.81,Y
CB_00494,BR_00096,CR_YT_006,2024-07-19,2024-09-17,32400000,98858,3301,3.34,54,1.65,Y
CB_00495,BR_00048,CR_TK_169,2024-09-16,2024-12-15,3500000,290075,3277,1.13,47,1.46,N
CB_00496,BR_00062,CR_YT_204,2024-02-14,2024-03-15,13200000,1614,53,3.29,0,0.61,N
CB_00497,BR_00092,CR_TK_175,2025-04-27,2025-07-26,58800000,7238,209,2.89,7,3.56,Y
CB_00498,BR_00097,CR_YT_280,2024-04-16,2024-04-30,23700000,519730,20009,3.85,594,2.97,N
CB_00499,BR_00023,CR_TK_146,2024-05-14,2024-05-28,2400000,108028,1317,1.22,35,2.73,Y
CB_00500,BR_00008,CR_YT_161,2024-04-09,2024-07-08,1800000,1939864,70223,3.62,2162,3.08,Y
CB_00501,BR_00043,CR_TK_129,2024-11-20,2024-12-20,2200000,34050,1627,4.78,37,2.31,Y
CB_00502,BR_00086,CR_YT_207,2025-03-02,2025-03-16,8000000,2557,76,3.01,2,3.05,Y
CB_00503,BR_00011,CR_YT_089,2025-03-30,2025-04-13,1900000,432830,13071,3.02,145,1.11,N
CB_00504,BR_00096,CR_TK_132,2024-01-04,2024-02-03,28300000,8248,195,2.37,4,2.49,Y
CB_00505,BR_00090,CR_YT_045,2025-08-02,2025-10-01,8900000,2270705,39283,1.73,314,0.8,N
CB_00506,BR_00041,CR_TK_003,2025-10-03,2025-10-17,3300000,712011,13314,1.87,240,1.81,N
CB_00507,BR_00011,CR_TK_150,2024-09-09,2024-10-09,3600000,310283,14304,4.61,167,1.17,N
CB_00508,BR_00097,CR_TK_078,2024-05-15,2024-06-14,13100000,13044,223,1.71,2,0.99,N
