Rating_ID,Collab_ID,Brand_ID,Creator_ID,Score,Review_Text,Rated_At
RT_00245,CB_00245,BR_00090,CR_TK_080,4.3,"참여율 양호, 다음 캠페인 고려 중",2025-05-22
RT_00246,CB_00246,BR_00082,CR_YT_110,4.5,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-02-24
RT_00247,CB_00247,BR_00047,CR_TK_105,4.8,"전환율 기대 이상, 강력 추천",2025-05-24
RT_00248,CB_00248,BR_00055,CR_YT_139,3.4,일정 지연 있었으나 결과물 양호,2024-10-22
RT_00249,CB_00249,BR_00092,CR_YT_232,3.8,"콘텐츠 퀄리티 준수, 소통 원활",2025-06-14
RT_00250,CB_00250,BR_00055,CR_YT_176,3.8,"전반적 만족, 일정 준수 양호",2024-12-06
RT_00251,CB_00251,BR_00021,CR_TK_195,4.6,"전환율 기대 이상, 강력 추천",2025-04-28
RT_00252,CB_00252,BR_00077,CR_YT_102,4.6,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-06-29
RT_00253,CB_00253,BR_00096,CR_TK_123,3.8,"참여율 양호, 다음 캠페인 고려 중",2024-12-12
RT_00254,CB_00254,BR_00015,CR_TK_106,3.3,기대 대비 전환 소폭 미흡,2025-04-01
RT_00255,CB_00255,BR_00017,CR_TK_025,4.3,"콘텐츠 퀄리티 준수, 소통 원활",2025-07-07
RT_00256,CB_00256,BR_00070,CR_TK_097,3.7,"참여율 양호, 다음 캠페인 고려 중",2024-09-20
RT_00257,CB_00257,BR_00074,CR_TK_190,4.4,"콘텐츠 퀄리티 준수, 소통 원활",2024-02-17
RT_00258,CB_00258,BR_00016,CR_TK_059,3.8,"참여율 양호, 다음 캠페인 고려 중",2025-07-31
RT_00259,CB_00259,BR_00098,CR_YT_172,3.3,기대 대비 전환 소폭 미흡,2024-06-01
RT_00260,CB_00260,BR_00056,CR_YT_196,4.5,"전환율 기대 이상, 강력 추천",2024-12-23
RT_00261,CB_00261,BR_00013,CR_YT_045,4.6,"전환율 기대 이상, 강력 추천",2024-05-12
RT_00262,CB_00262,BR_00097,CR_TK_020,3.9,"콘텐츠 퀄리티 준수, 소통 원활",2025-07-29
RT_00263,CB_00263,BR_00054,CR_YT_109,3.8,"전반적 만족, 일정 준수 양호",2024-10-20
RT_00264,CB_00264,BR_00045,CR_TK_196,3.8,"전반적 만족, 일정 준수 양호",2025-06-23
RT_00265,CB_00265,BR_00048,CR_TK_101,4.6,"전환율 기대 이상, 강력 추천",2024-11-26
RT_00266,CB_00266,BR_00054,CR_TK_045,4.5,"타깃 참여율 우수, 재협업 의향 있음",2024-09-29
RT_00267,CB_00267,BR_00048,CR_TK_131,3.2,기대 대비 전환 소폭 미흡,2025-09-19
RT_00268,CB_00268,BR_00072,CR_TK_199,4.4,"콘텐츠 퀄리티 준수, 소통 원활",2025-03-19
RT_00269,CB_00269,BR_00055,CR_YT_066,3.4,기대 대비 전환 소폭 미흡,2025-12-17
RT_00270,CB_00270,BR_00056,CR_YT_119,4.5,"전환율 기대 이상, 강력 추천",2024-05-17
RT_00271,CB_00271,BR_00081,CR_TK_170,3.6,"참여율 양호, 다음 캠페인 고려 중",2024-12-25
RT_00272,CB_00272,BR_00002,CR_TK_022,3.8,"전반적 만족, 일정 준수 양호",2025-10-11
RT_00273,CB_00273,BR_00049,CR_YT_013,4.1,"참여율 양호, 다음 캠페인 고려 중",2024-07-20
RT_00274,CB_00274,BR_00029,CR_YT_153,4.8,"타깃 참여율 우수, 재협업 의향 있음",2024-10-25
RT_00275,CB_00275,BR_00034,CR_TK_038,4.5,"전환율 기대 이상, 강력 추천",2024-04-03
RT_00276,CB_00276,BR_00014,CR_YT_057,4.1,"콘텐츠 퀄리티 준수, 소통 원활",2025-07-17
RT_00277,CB_00277,BR_00010,CR_YT_254,1.8,"타깃 불일치, 전환율 저조",2025-02-10
RT_00278,CB_00278,BR_00081,CR_YT_040,5.0,"타깃 참여율 우수, 재협업 의향 있음",2024-10-14
RT_00279,CB_00279,BR_00024,CR_YT_153,3.4,일정 지연 있었으나 결과물 양호,2024-02-14
RT_00280,CB_00280,BR_00044,CR_YT_178,4.3,"콘텐츠 퀄리티 준수, 소통 원활",2025-08-19
RT_00281,CB_00281,BR_00016,CR_YT_099,4.6,"타깃 참여율 우수, 재협업 의향 있음",2025-10-10
RT_00282,CB_00282,BR_00047,CR_YT_059,4.2,"참여율 양호, 다음 캠페인 고려 중",2024-09-06
RT_00283,CB_00283,BR_00035,CR_YT_141,4.5,"전환율 기대 이상, 강력 추천",2025-06-21
RT_00284,CB_00284,BR_00096,CR_TK_115,3.7,"콘텐츠 퀄리티 준수, 소통 원활",2025-07-25
RT_00285,CB_00285,BR_00088,CR_TK_134,5.0,"전환율 기대 이상, 강력 추천",2024-12-16
RT_00286,CB_00286,BR_00027,CR_TK_189,5.0,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-07-19
RT_00287,CB_00287,BR_00080,CR_YT_056,4.0,"콘텐츠 퀄리티 준수, 소통 원활",2025-11-20
RT_00288,CB_00288,BR_00009,CR_YT_231,3.1,기대 대비 전환 소폭 미흡,2024-07-08
RT_00289,CB_00289,BR_00083,CR_TK_187,2.6,기대 대비 전환 소폭 미흡,2025-07-31
RT_00290,CB_00290,BR_00024,CR_YT_184,5.0,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-10-04
RT_00291,CB_00291,BR_00002,CR_YT_164,3.4,타깃 일치도 보통,2024-02-18
RT_00292,CB_00292,BR_00009,CR_YT_198,2.8,일정 지연 있었으나 결과물 양호,2025-01-26
RT_00293,CB_00293,BR_00086,CR_YT_039,3.8,"전반적 만족, 일정 준수 양호",2025-10-21
RT_00294,CB_00294,BR_00007,CR_TK_111,3.6,"참여율 양호, 다음 캠페인 고려 중",2025-07-25
RT_00295,CB_00295,BR_00077,CR_YT_168,3.8,"콘텐츠 퀄리티 준수, 소통 원활",2025-11-01
RT_00296,CB_00296,BR_00074,CR_YT_003,5.0,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-05-29
RT_00297,CB_00297,BR_00068,CR_YT_021,4.1,"전반적 만족, 일정 준수 양호",2024-12-31
RT_00298,CB_00298,BR_00036,CR_YT_163,3.7,"참여율 양호, 다음 캠페인 고려 중",2025-02-26
RT_00299,CB_00299,BR_00039,CR_TK_057,3.5,"전반적 만족, 일정 준수 양호",2025-06-16
RT_00300,CB_00300,BR_00080,CR_YT_053,4.5,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-03-14
RT_00301,CB_00301,BR_00089,CR_TK_071,5.0,"전환율 기대 이상, 강력 추천",2025-04-26
RT_00302,CB_00302,BR_00069,CR_YT_003,4.3,"참여율 양호, 다음 캠페인 고려 중",2024-04-07
RT_00303,CB_00303,BR_00034,CR_YT_169,3.2,일정 지연 있었으나 결과물 양호,2025-12-01
RT_00304,CB_00304,BR_00017,CR_YT_164,2.9,일정 지연 있었으나 결과물 양호,2024-09-04
RT_00306,CB_00306,BR_00094,CR_YT_248,3.3,타깃 일치도 보통,2024-09-05
RT_00307,CB_00307,BR_00032,CR_TK_038,3.8,"전반적 만족, 일정 준수 양호",2025-11-27
RT_00308,CB_00308,BR_00086,CR_YT_111,4.1,"참여율 양호, 다음 캠페인 고려 중",2025-06-26
RT_00309,CB_00309,BR_00041,CR_TK_090,4.2,"전반적 만족, 일정 준수 양호",2025-01-17
RT_00310,CB_00310,BR_00047,CR_YT_198,3.3,기대 대비 전환 소폭 미흡,2025-07-15
RT_00311,CB_00311,BR_00022,CR_TK_052,4.6,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-02-12
RT_00312,CB_00312,BR_00031,CR_YT_009,3.1,기대 대비 전환 소폭 미흡,2025-05-25
RT_00313,CB_00313,BR_00016,CR_TK_175,3.0,일정 지연 있었으나 결과물 양호,2025-08-04
RT_00315,CB_00315,BR_00025,CR_YT_151,3.6,"전반적 만족, 일정 준수 양호",2024-09-16
RT_00316,CB_00316,BR_00014,CR_TK_049,2.9,일정 지연 있었으나 결과물 양호,2024-03-30
RT_00317,CB_00317,BR_00035,CR_YT_123,3.7,"참여율 양호, 다음 캠페인 고려 중",2024-06-17
RT_00318,CB_00318,BR_00051,CR_YT_202,4.3,"참여율 양호, 다음 캠페인 고려 중",2024-05-25
RT_00319,CB_00319,BR_00027,CR_YT_178,3.6,"콘텐츠 퀄리티 준수, 소통 원활",2025-11-23
RT_00320,CB_00320,BR_00090,CR_TK_019,3.9,"콘텐츠 퀄리티 준수, 소통 원활",2025-06-15
RT_00321,CB_00321,BR_00022,CR_YT_096,4.7,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-02-10
RT_00322,CB_00322,BR_00023,CR_TK_199,5.0,"전환율 기대 이상, 강력 추천",2024-10-18
RT_00323,CB_00323,BR_00061,CR_YT_299,5.0,"타깃 참여율 우수, 재협업 의향 있음",2024-03-06
RT_00324,CB_00324,BR_00088,CR_YT_149,3.6,"콘텐츠 퀄리티 준수, 소통 원활",2024-11-22
RT_00325,CB_00325,BR_00095,CR_YT_172,4.3,"참여율 양호, 다음 캠페인 고려 중",2025-06-13
RT_00326,CB_00326,BR_00047,CR_YT_235,2.5,기대 대비 전환 소폭 미흡,2024-02-23
RT_00327,CB_00327,BR_00077,CR_YT_248,4.0,"콘텐츠 퀄리티 준수, 소통 원활",2024-06-08
RT_00328,CB_00328,BR_00029,CR_TK_038,4.3,"전반적 만족, 일정 준수 양호",2024-07-03
RT_00329,CB_00329,BR_00047,CR_YT_106,3.4,기대 대비 전환 소폭 미흡,2024-05-14
RT_00330,CB_00330,BR_00081,CR_TK_048,3.3,타깃 일치도 보통,2025-09-13
RT_00331,CB_00331,BR_00045,CR_TK_155,3.4,타깃 일치도 보통,2025-02-11
RT_00332,CB_00332,BR_00075,CR_YT_267,4.0,"콘텐츠 퀄리티 준수, 소통 원활",2025-03-20
RT_00333,CB_00333,BR_00045,CR_YT_148,4.2,"전반적 만족, 일정 준수 양호",2024-05-17
RT_00334,CB_00334,BR_00038,CR_TK_020,4.0,"콘텐츠 퀄리티 준수, 소통 원활",2025-09-05
RT_00335,CB_00335,BR_00006,CR_YT_112,4.1,"참여율 양호, 다음 캠페인 고려 중",2025-01-21
RT_00336,CB_00336,BR_00001,CR_YT_026,4.5,"타깃 참여율 우수, 재협업 의향 있음",2024-10-28
RT_00337,CB_00337,BR_00099,CR_YT_288,5.0,"전환율 기대 이상, 강력 추천",2024-07-03
RT_00338,CB_00338,BR_00011,CR_YT_149,4.6,"전환율 기대 이상, 강력 추천",2024-09-07
RT_00339,CB_00339,BR_00055,CR_YT_205,5.0,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-05-23
RT_00340,CB_00340,BR_00042,CR_TK_112,3.1,타깃 일치도 보통,2025-09-26
RT_00341,CB_00341,BR_00039,CR_YT_157,4.3,"콘텐츠 퀄리티 준수, 소통 원활",2024-05-04
RT_00342,CB_00342,BR_00056,CR_YT_050,3.7,"콘텐츠 퀄리티 준수, 소통 원활",2024-08-31
RT_00343,CB_00343,BR_00060,CR_YT_182,4.7,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-05-26
RT_00344,CB_00344,BR_00099,CR_YT_216,4.6,"전환율 기대 이상, 강력 추천",2024-05-04
RT_00345,CB_00345,BR_00017,CR_TK_018,4.9,"전환율 기대 이상, 강력 추천",2025-10-13
RT_00346,CB_00346,BR_00086,CR_YT_004,4.4,"참여율 양호, 다음 캠페인 고려 중",2025-07-29
RT_00347,CB_00347,BR_00084,CR_YT_055,4.2,"콘텐츠 퀄리티 준수, 소통 원활",2025-03-13
RT_00348,CB_00348,BR_00008,CR_YT_063,3.2,타깃 일치도 보통,2025-11-23
RT_00349,CB_00349,BR_00095,CR_TK_196,3.0,타깃 일치도 보통,2025-06-28
RT_00350,CB_00350,BR_00040,CR_TK_069,4.1,"전반적 만족, 일정 준수 양호",2024-03-12
RT_00351,CB_00351,BR_00016,CR_YT_267,4.7,"타깃 참여율 우수, 재협업 의향 있음",2024-05-14
RT_00352,CB_00352,BR_00008,CR_TK_175,4.1,"전반적 만족, 일정 준수 양호",2024-06-10
RT_00353,CB_00353,BR_00070,CR_YT_134,5.0,"전환율 기대 이상, 강력 추천",2025-11-27
RT_00354,CB_00354,BR_00024,CR_YT_073,3.8,"전반적 만족, 일정 준수 양호",2024-10-12
RT_00355,CB_00355,BR_00038,CR_TK_042,4.5,"타깃 참여율 우수, 재협업 의향 있음",2024-07-22
RT_00356,CB_00356,BR_00014,CR_YT_238,4.8,"전환율 기대 이상, 강력 추천",2025-05-14
RT_00358,CB_00358,BR_00093,CR_YT_235,3.0,기대 대비 전환 소폭 미흡,2024-11-07
RT_00359,CB_00359,BR_00045,CR_TK_163,4.1,"콘텐츠 퀄리티 준수, 소통 원활",2025-09-03
RT_00360,CB_00360,BR_00073,CR_YT_174,3.1,타깃 일치도 보통,2025-05-21
RT_00361,CB_00361,BR_00083,CR_YT_248,3.1,타깃 일치도 보통,2025-04-02
RT_00362,CB_00362,BR_00085,CR_YT_270,4.7,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-10-28
RT_00363,CB_00363,BR_00052,CR_YT_035,3.8,"콘텐츠 퀄리티 준수, 소통 원활",2024-03-06
RT_00364,CB_00364,BR_00087,CR_YT_244,4.0,"콘텐츠 퀄리티 준수, 소통 원활",2024-12-30
RT_00365,CB_00365,BR_00023,CR_TK_073,4.4,"참여율 양호, 다음 캠페인 고려 중",2025-04-01
RT_00366,CB_00366,BR_00096,CR_YT_038,5.0,"전환율 기대 이상, 강력 추천",2025-05-10
RT_00367,CB_00367,BR_00090,CR_YT_231,3.0,기대 대비 전환 소폭 미흡,2025-03-06
RT_00368,CB_00368,BR_00057,CR_TK_048,3.6,"참여율 양호, 다음 캠페인 고려 중",2024-11-26
RT_00369,CB_00369,BR_00025,CR_YT_045,3.3,기대 대비 전환 소폭 미흡,2025-09-11
RT_00370,CB_00370,BR_00001,CR_YT_185,4.4,"참여율 양호, 다음 캠페인 고려 중",2025-06-02
RT_00371,CB_00371,BR_00094,CR_TK_029,5.0,"전환율 기대 이상, 강력 추천",2025-09-05
RT_00372,CB_00372,BR_00046,CR_TK_017,3.8,"콘텐츠 퀄리티 준수, 소통 원활",2025-09-03
RT_00374,CB_00374,BR_00043,CR_YT_012,3.0,기대 대비 전환 소폭 미흡,2024-09-19
RT_00375,CB_00375,BR_00021,CR_TK_196,3.4,일정 지연 있었으나 결과물 양호,2024-11-08
RT_00376,CB_00376,BR_00040,CR_YT_205,5.0,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-10-14
RT_00377,CB_00377,BR_00034,CR_TK_035,4.6,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-02-22
RT_00379,CB_00379,BR_00010,CR_TK_113,4.3,"참여율 양호, 다음 캠페인 고려 중",2025-11-07
RT_00380,CB_00380,BR_00054,CR_TK_007,4.8,"타깃 참여율 우수, 재협업 의향 있음",2025-10-15
RT_00381,CB_00381,BR_00014,CR_YT_019,4.9,"전환율 기대 이상, 강력 추천",2025-09-01
RT_00382,CB_00382,BR_00030,CR_YT_011,3.9,"전반적 만족, 일정 준수 양호",2024-03-14
RT_00383,CB_00383,BR_00088,CR_TK_051,4.8,"타깃 참여율 우수, 재협업 의향 있음",2024-04-28
RT_00384,CB_00384,BR_00090,CR_YT_219,5.0,"타깃 참여율 우수, 재협업 의향 있음",2025-08-18
RT_00385,CB_00385,BR_00046,CR_YT_100,4.1,"콘텐츠 퀄리티 준수, 소통 원활",2025-02-24
RT_00386,CB_00386,BR_00053,CR_TK_083,4.3,"참여율 양호, 다음 캠페인 고려 중",2025-10-05
RT_00387,CB_00387,BR_00008,CR_YT_040,5.0,"타깃 참여율 우수, 재협업 의향 있음",2024-04-07
RT_00388,CB_00388,BR_00032,CR_YT_150,3.0,기대 대비 전환 소폭 미흡,2024-08-14
RT_00389,CB_00389,BR_00070,CR_YT_106,4.4,"콘텐츠 퀄리티 준수, 소통 원활",2025-06-28
RT_00390,CB_00390,BR_00047,CR_TK_100,4.4,"전반적 만족, 일정 준수 양호",2025-08-20
RT_00391,CB_00391,BR_00070,CR_YT_258,3.5,"참여율 양호, 다음 캠페인 고려 중",2024-05-11
RT_00393,CB_00393,BR_00019,CR_YT_019,3.8,"콘텐츠 퀄리티 준수, 소통 원활",2024-11-08
RT_00394,CB_00394,BR_00005,CR_YT_139,3.0,타깃 일치도 보통,2025-01-17
RT_00395,CB_00395,BR_00079,CR_YT_197,2.1,CPM 대비 성과 미흡,2025-06-10
RT_00396,CB_00396,BR_00024,CR_TK_038,4.3,"콘텐츠 퀄리티 준수, 소통 원활",2025-06-21
RT_00397,CB_00397,BR_00004,CR_TK_166,4.3,"참여율 양호, 다음 캠페인 고려 중",2025-10-28
RT_00398,CB_00398,BR_00097,CR_YT_015,3.5,"전반적 만족, 일정 준수 양호",2025-03-18
RT_00399,CB_00399,BR_00008,CR_TK_114,3.5,"전반적 만족, 일정 준수 양호",2024-08-02
RT_00400,CB_00400,BR_00069,CR_YT_238,4.5,"타깃 참여율 우수, 재협업 의향 있음",2025-06-18
RT_00401,CB_00401,BR_00060,CR_TK_082,4.6,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-10-07
RT_00402,CB_00402,BR_00032,CR_TK_095,4.1,"전반적 만족, 일정 준수 양호",2025-08-22
RT_00403,CB_00403,BR_00085,CR_YT_129,4.1,"전반적 만족, 일정 준수 양호",2026-02-11
RT_00404,CB_00404,BR_00023,CR_YT_228,3.7,"참여율 양호, 다음 캠페인 고려 중",2025-05-15
RT_00405,CB_00405,BR_00072,CR_YT_112,3.2,기대 대비 전환 소폭 미흡,2025-03-16
RT_00406,CB_00406,BR_00009,CR_YT_226,2.8,기대 대비 전환 소폭 미흡,2024-08-16
RT_00407,CB_00407,BR_00081,CR_YT_090,4.7,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-09-10
RT_00408,CB_00408,BR_00065,CR_TK_141,4.8,"전환율 기대 이상, 강력 추천",2025-06-27
RT_00409,CB_00409,BR_00034,CR_TK_200,5.0,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-10-18
RT_00410,CB_00410,BR_00077,CR_YT_121,5.0,"타깃 참여율 우수, 재협업 의향 있음",2025-01-14
RT_00411,CB_00411,BR_00042,CR_YT_293,3.1,타깃 일치도 보통,2025-03-29
RT_00412,CB_00412,BR_00078,CR_TK_104,3.3,기대 대비 전환 소폭 미흡,2025-02-08
RT_00413,CB_00413,BR_00038,CR_TK_019,3.5,"참여율 양호, 다음 캠페인 고려 중",2024-03-08
RT_00414,CB_00414,BR_00014,CR_TK_012,3.3,기대 대비 전환 소폭 미흡,2024-09-11
RT_00415,CB_00415,BR_00045,CR_TK_182,3.0,기대 대비 전환 소폭 미흡,2024-10-13
RT_00416,CB_00416,BR_00084,CR_YT_041,3.7,"참여율 양호, 다음 캠페인 고려 중",2024-04-23
RT_00417,CB_00417,BR_00069,CR_TK_076,3.6,"전반적 만족, 일정 준수 양호",2024-08-12
RT_00418,CB_00418,BR_00041,CR_YT_138,4.2,"전반적 만족, 일정 준수 양호",2024-10-29
RT_00419,CB_00419,BR_00047,CR_YT_119,4.0,"콘텐츠 퀄리티 준수, 소통 원활",2025-05-16
RT_00420,CB_00420,BR_00053,CR_YT_186,3.6,"전반적 만족, 일정 준수 양호",2024-04-27
RT_00421,CB_00421,BR_00030,CR_YT_230,4.8,"타깃 참여율 우수, 재협업 의향 있음",2025-04-14
RT_00422,CB_00422,BR_00100,CR_TK_166,4.4,"참여율 양호, 다음 캠페인 고려 중",2025-05-27
RT_00423,CB_00423,BR_00016,CR_YT_042,3.3,타깃 일치도 보통,2025-05-05
RT_00424,CB_00424,BR_00026,CR_TK_161,4.8,"전환율 기대 이상, 강력 추천",2024-09-05
RT_00425,CB_00425,BR_00061,CR_TK_081,3.6,"참여율 양호, 다음 캠페인 고려 중",2024-05-17
RT_00426,CB_00426,BR_00010,CR_YT_068,5.0,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-09-16
RT_00427,CB_00427,BR_00072,CR_YT_124,3.4,타깃 일치도 보통,2024-11-13
RT_00428,CB_00428,BR_00014,CR_TK_070,4.6,"타깃 참여율 우수, 재협업 의향 있음",2024-03-13
RT_00429,CB_00429,BR_00058,CR_TK_080,3.7,"전반적 만족, 일정 준수 양호",2025-04-30
RT_00430,CB_00430,BR_00076,CR_TK_170,4.0,"전반적 만족, 일정 준수 양호",2025-06-23
RT_00431,CB_00431,BR_00059,CR_YT_195,3.1,일정 지연 있었으나 결과물 양호,2025-01-26
RT_00432,CB_00432,BR_00030,CR_YT_153,3.6,"전반적 만족, 일정 준수 양호",2025-07-02
RT_00433,CB_00433,BR_00055,CR_YT_147,3.4,기대 대비 전환 소폭 미흡,2025-02-03
RT_00434,CB_00434,BR_00095,CR_TK_152,4.5,"타깃 참여율 우수, 재협업 의향 있음",2024-10-07
RT_00435,CB_00435,BR_00037,CR_YT_085,4.0,"콘텐츠 퀄리티 준수, 소통 원활",2024-06-10
RT_00436,CB_00436,BR_00034,CR_TK_011,4.2,"전반적 만족, 일정 준수 양호",2024-05-23
RT_00437,CB_00437,BR_00097,CR_YT_087,2.7,기대 대비 전환 소폭 미흡,2024-05-11
RT_00438,CB_00438,BR_00001,CR_YT_251,3.9,"참여율 양호, 다음 캠페인 고려 중",2024-03-09
RT_00439,CB_00439,BR_00067,CR_YT_065,3.9,"전반적 만족, 일정 준수 양호",2025-05-13
RT_00440,CB_00440,BR_00056,CR_YT_253,4.5,"전환율 기대 이상, 강력 추천",2024-10-21
RT_00441,CB_00441,BR_00046,CR_TK_112,3.9,"참여율 양호, 다음 캠페인 고려 중",2024-04-25
RT_00442,CB_00442,BR_00081,CR_TK_077,4.4,"참여율 양호, 다음 캠페인 고려 중",2025-07-07
RT_00443,CB_00443,BR_00091,CR_TK_107,5.0,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-07-30
RT_00444,CB_00444,BR_00082,CR_TK_022,3.6,"전반적 만족, 일정 준수 양호",2024-02-17
RT_00445,CB_00445,BR_00034,CR_YT_241,4.3,"전반적 만족, 일정 준수 양호",2024-08-14
RT_00446,CB_00446,BR_00012,CR_TK_187,2.5,기대 대비 전환 소폭 미흡,2025-07-23
RT_00447,CB_00447,BR_00023,CR_YT_020,3.9,"콘텐츠 퀄리티 준수, 소통 원활",2025-04-11
RT_00448,CB_00448,BR_00068,CR_TK_037,3.6,"참여율 양호, 다음 캠페인 고려 중",2024-08-08
RT_00449,CB_00449,BR_00081,CR_YT_201,4.4,"참여율 양호, 다음 캠페인 고려 중",2025-10-18
RT_00450,CB_00450,BR_00097,CR_TK_092,3.3,타깃 일치도 보통,2025-01-01
RT_00451,CB_00451,BR_00060,CR_TK_190,4.8,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-12-15
RT_00452,CB_00452,BR_00063,CR_TK_008,4.6,"타깃 참여율 우수, 재협업 의향 있음",2025-04-06
RT_00453,CB_00453,BR_00053,CR_YT_032,3.9,"전반적 만족, 일정 준수 양호",2025-09-06
RT_00454,CB_00454,BR_00052,CR_YT_134,5.0,"전환율 기대 이상, 강력 추천",2024-04-01
RT_00455,CB_00455,BR_00058,CR_YT_210,4.8,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-11-17
RT_00456,CB_00456,BR_00079,CR_TK_013,5.0,"타깃 참여율 우수, 재협업 의향 있음",2025-01-10
RT_00457,CB_00457,BR_00012,CR_TK_100,4.3,"참여율 양호, 다음 캠페인 고려 중",2025-01-17
RT_00458,CB_00458,BR_00047,CR_YT_275,3.7,"콘텐츠 퀄리티 준수, 소통 원활",2024-08-26
RT_00459,CB_00459,BR_00021,CR_TK_167,3.2,타깃 일치도 보통,2025-02-24
RT_00460,CB_00460,BR_00003,CR_TK_087,3.5,"전반적 만족, 일정 준수 양호",2025-07-11
RT_00461,CB_00461,BR_00004,CR_YT_118,4.6,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-11-20
RT_00462,CB_00462,BR_00052,CR_YT_068,4.1,"참여율 양호, 다음 캠페인 고려 중",2024-10-28
RT_00463,CB_00463,BR_00003,CR_YT_008,3.9,"전반적 만족, 일정 준수 양호",2025-10-19
RT_00464,CB_00464,BR_00078,CR_TK_140,4.2,"콘텐츠 퀄리티 준수, 소통 원활",2024-12-20
RT_00465,CB_00465,BR_00013,CR_YT_136,4.0,"콘텐츠 퀄리티 준수, 소통 원활",2025-10-25
RT_00466,CB_00466,BR_00036,CR_YT_248,3.8,"전반적 만족, 일정 준수 양호",2025-01-20
RT_00467,CB_00467,BR_00048,CR_TK_091,4.9,"타깃 참여율 우수, 재협업 의향 있음",2025-08-04
RT_00468,CB_00468,BR_00058,CR_YT_190,4.3,"참여율 양호, 다음 캠페인 고려 중",2025-08-13
RT_00469,CB_00469,BR_00011,CR_YT_049,4.6,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-09-08
RT_00470,CB_00470,BR_00052,CR_TK_016,4.3,"콘텐츠 퀄리티 준수, 소통 원활",2025-08-04
RT_00471,CB_00471,BR_00033,CR_YT_211,4.1,"콘텐츠 퀄리티 준수, 소통 원활",2024-12-26
RT_00472,CB_00472,BR_00001,CR_YT_138,5.0,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-11-03
RT_00473,CB_00473,BR_00042,CR_YT_237,4.3,"전반적 만족, 일정 준수 양호",2025-08-10
RT_00474,CB_00474,BR_00055,CR_TK_059,3.6,"전반적 만족, 일정 준수 양호",2024-05-31
RT_00475,CB_00475,BR_00026,CR_YT_225,4.4,"전반적 만족, 일정 준수 양호",2024-05-23
RT_00476,CB_00476,BR_00018,CR_TK_084,4.7,"전환율 기대 이상, 강력 추천",2025-09-26
RT_00477,CB_00477,BR_00087,CR_YT_139,3.9,"콘텐츠 퀄리티 준수, 소통 원활",2025-07-26
RT_00478,CB_00478,BR_00067,CR_TK_051,4.3,"참여율 양호, 다음 캠페인 고려 중",2024-11-08
RT_00479,CB_00479,BR_00027,CR_TK_180,3.3,타깃 일치도 보통,2025-01-11
RT_00481,CB_00481,BR_00013,CR_YT_276,4.1,"전반적 만족, 일정 준수 양호",2025-05-27
RT_00482,CB_00482,BR_00082,CR_YT_287,3.7,"참여율 양호, 다음 캠페인 고려 중",2024-09-28
RT_00483,CB_00483,BR_00055,CR_YT_300,4.7,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-12-19
RT_00484,CB_00484,BR_00085,CR_YT_104,3.8,"전반적 만족, 일정 준수 양호",2024-07-02
RT_00485,CB_00485,BR_00014,CR_YT_065,4.1,"전반적 만족, 일정 준수 양호",2025-09-24
RT_00486,CB_00486,BR_00078,CR_YT_142,5.0,"타깃 참여율 우수, 재협업 의향 있음",2025-12-02
RT_00487,CB_00487,BR_00079,CR_YT_076,4.0,"참여율 양호, 다음 캠페인 고려 중",2024-07-05
RT_00488,CB_00488,BR_00018,CR_YT_262,2.7,타깃 일치도 보통,2025-05-30
RT_00489,CB_00489,BR_00072,CR_YT_202,3.4,타깃 일치도 보통,2025-04-01
RT_00490,CB_00490,BR_00011,CR_TK_153,3.9,"전반적 만족, 일정 준수 양호",2025-10-23
RT_00491,CB_00491,BR_00056,CR_YT_287,3.7,"콘텐츠 퀄리티 준수, 소통 원활",2025-06-09
