Brand_ID,Creator_ID,category_score,context_score,cf_score,matching_score,recommendation_grade
BR_00020,CR_YT_237,1.0,0.75,0.0,0.875,B
BR_00020,CR_YT_243,1.0,0.5,0.0,0.75,C
BR_00020,CR_YT_256,1.0,0.75,0.0,0.875,B
BR_00020,CR_YT_257,1.0,0.75,0.0,0.875,B
BR_00020,CR_YT_260,1.0,0.5,0.0,0.75,C
BR_00020,CR_YT_264,1.0,0.5,0.0,0.75,C
BR_00020,CR_YT_269,1.0,0.75,0.0,0.875,B
BR_00020,CR_YT_273,1.0,0.75,0.0,0.875,B
BR_00020,CR_YT_274,1.0,0.75,0.0,0.875,B
BR_00020,CR_YT_275,1.0,0.75,0.0,0.875,B
BR_00020,CR_YT_276,1.0,0.75,0.82,0.853,B
BR_00020,CR_YT_283,1.0,0.5,0.0,0.75,C
BR_00020,CR_YT_288,1.0,0.75,0.0,0.875,B
BR_00020,CR_YT_297,1.0,0.75,0.0,0.875,B
BR_00020,CR_YT_300,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_001,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_009,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_016,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_022,1.0,0.5,0.0,0.75,C
BR_00020,CR_TK_024,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_027,1.0,0.5,0.0,0.75,C
BR_00020,CR_TK_028,1.0,0.5,0.0,0.75,C
BR_00020,CR_TK_034,1.0,0.5,0.0,0.75,C
BR_00020,CR_TK_035,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_042,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_052,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_055,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_063,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_064,1.0,0.5,0.0,0.75,C
BR_00020,CR_TK_077,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_078,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_079,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_081,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_084,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_087,1.0,0.5,0.0,0.75,C
BR_00020,CR_TK_088,1.0,0.75,1.0,0.925,A
BR_00020,CR_TK_089,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_091,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_107,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_115,1.0,0.5,0.0,0.75,C
BR_00020,CR_TK_125,1.0,0.5,0.0,0.75,C
BR_00020,CR_TK_135,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_136,1.0,0.5,0.0,0.75,C
BR_00020,CR_TK_150,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_155,1.0,0.5,0.0,0.75,C
BR_00020,CR_TK_156,1.0,0.5,0.0,0.75,C
BR_00020,CR_TK_162,1.0,0.75,0.0,0.875,B
BR_00020,CR_TK_170,1.0,0.5,0.0,0.75,C
BR_00020,CR_TK_173,1.0,0.5,0.0,0.75,C
BR_00020,CR_TK_183,1.0,0.5,0.0,0.75,C
BR_00020,CR_TK_184,1.0,0.5,0.0,0.75,C
BR_00020,CR_TK_190,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_003,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_005,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_006,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_009,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_010,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_015,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_023,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_029,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_031,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_036,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_039,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_040,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_048,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_057,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_058,1.0,0.75,0.78,0.837,B
BR_00021,CR_YT_060,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_062,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_068,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_073,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_077,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_079,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_090,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_091,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_092,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_099,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_102,1.0,0.75,0.82,0.853,B
BR_00021,CR_YT_107,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_108,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_110,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_118,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_123,1.0,0.5,0.74,0.746,C
BR_00021,CR_YT_127,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_133,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_136,1.0,0.5,0.0,0.75,C
BR_00021,CR_YT_137,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_139,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_148,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_151,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_157,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_158,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_163,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_170,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_179,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_187,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_189,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_203,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_207,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_208,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_210,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_215,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_216,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_217,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_223,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_226,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_234,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_237,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_243,1.0,0.5,0.0,0.75,C
BR_00021,CR_YT_256,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_257,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_260,1.0,0.5,0.0,0.75,C
BR_00021,CR_YT_264,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_269,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_273,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_274,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_275,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_276,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_283,1.0,0.5,0.0,0.75,C
BR_00021,CR_YT_288,1.0,0.75,0.0,0.875,B
BR_00021,CR_YT_297,1.0,1.0,0.0,1.0,A
BR_00021,CR_YT_300,1.0,0.75,0.0,0.875,B
BR_00021,CR_TK_001,1.0,1.0,0.96,0.984,A
BR_00021,CR_TK_009,1.0,1.0,0.0,1.0,A
BR_00021,CR_TK_016,1.0,0.75,0.0,0.875,B
BR_00021,CR_TK_022,1.0,0.5,0.0,0.75,C
BR_00021,CR_TK_024,1.0,1.0,0.0,1.0,A
BR_00021,CR_TK_027,1.0,0.75,0.0,0.875,B
BR_00021,CR_TK_028,1.0,0.5,0.0,0.75,C
BR_00021,CR_TK_034,1.0,0.5,0.0,0.75,C
BR_00021,CR_TK_035,1.0,1.0,0.0,1.0,A
BR_00021,CR_TK_042,1.0,0.75,0.0,0.875,B
BR_00021,CR_TK_052,1.0,1.0,0.0,1.0,A
BR_00021,CR_TK_055,1.0,0.75,0.0,0.875,B
BR_00021,CR_TK_063,1.0,0.75,0.0,0.875,B
BR_00021,CR_TK_064,1.0,1.0,0.0,1.0,A
BR_00021,CR_TK_077,1.0,0.75,0.0,0.875,B
BR_00021,CR_TK_078,1.0,0.75,0.0,0.875,B
BR_00021,CR_TK_079,1.0,1.0,0.0,1.0,A
BR_00021,CR_TK_081,1.0,0.75,0.0,0.875,B
BR_00021,CR_TK_084,1.0,0.75,0.0,0.875,B
BR_00021,CR_TK_087,1.0,0.75,0.0,0.875,B
BR_00021,CR_TK_088,1.0,0.75,1.0,0.925,A
BR_00021,CR_TK_089,1.0,1.0,0.0,1.0,A
BR_00021,CR_TK_091,1.0,0.75,0.0,0.875,B
BR_00021,CR_TK_107,1.0,1.0,1.0,1.0,A
BR_00021,CR_TK_115,1.0,1.0,0.0,1.0,A
BR_00021,CR_TK_125,1.0,1.0,0.0,1.0,A
BR_00021,CR_TK_135,1.0,1.0,0.0,1.0,A
BR_00021,CR_TK_136,1.0,1.0,0.0,1.0,A
BR_00021,CR_TK_150,1.0,0.75,0.0,0.875,B
BR_00021,CR_TK_155,1.0,1.0,0.0,1.0,A
BR_00021,CR_TK_156,1.0,0.75,0.0,0.875,B
BR_00021,CR_TK_162,1.0,0.75,0.0,0.875,B
BR_00021,CR_TK_170,1.0,0.75,0.0,0.875,B
BR_00021,CR_TK_173,1.0,1.0,0.0,1.0,A
BR_00021,CR_TK_183,1.0,0.75,0.0,0.875,B
BR_00021,CR_TK_184,1.0,0.75,0.0,0.875,B
BR_00021,CR_TK_190,1.0,1.0,0.0,1.0,A
BR_00022,CR_YT_008,1.0,0.5,0.0,0.75,C
BR_00022,CR_YT_016,1.0,0.5,0.0,0.75,C
BR_00022,CR_YT_018,1.0,0.5,0.0,0.75,C
BR_00022,CR_YT_021,1.0,0.5,0.0,0.75,C
BR_00022,CR_YT_024,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_025,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_027,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_043,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_050,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_052,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_082,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_086,1.0,0.5,0.0,0.75,C
BR_00022,CR_YT_097,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_098,1.0,0.5,0.0,0.75,C
BR_00022,CR_YT_101,1.0,0.5,0.0,0.75,C
BR_00022,CR_YT_103,1.0,0.5,0.0,0.75,C
BR_00022,CR_YT_113,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_119,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_124,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_131,1.0,1.0,0.0,1.0,A
BR_00022,CR_YT_140,1.0,0.75,1.0,0.925,A
BR_00022,CR_YT_144,1.0,0.5,0.0,0.75,C
BR_00022,CR_YT_147,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_152,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_159,1.0,0.5,0.0,0.75,C
BR_00022,CR_YT_160,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_164,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_166,1.0,1.0,0.0,1.0,A
BR_00022,CR_YT_173,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_177,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_180,1.0,1.0,0.0,1.0,A
BR_00022,CR_YT_182,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_191,1.0,1.0,0.0,1.0,A
BR_00022,CR_YT_197,1.0,0.25,0.0,0.625,D
BR_00022,CR_YT_200,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_201,1.0,0.5,0.0,0.75,C
BR_00022,CR_YT_219,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_220,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_222,1.0,1.0,0.0,1.0,A
BR_00022,CR_YT_232,1.0,0.75,0.7,0.805,B
BR_00022,CR_YT_233,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_236,1.0,1.0,0.0,1.0,A
BR_00022,CR_YT_238,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_246,1.0,1.0,0.0,1.0,A
BR_00022,CR_YT_249,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_250,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_251,1.0,0.5,0.0,0.75,C
BR_00022,CR_YT_261,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_263,1.0,0.5,0.0,0.75,C
BR_00022,CR_YT_271,1.0,0.5,0.0,0.75,C
BR_00022,CR_YT_282,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_284,1.0,0.5,0.0,0.75,C
BR_00022,CR_YT_287,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_289,1.0,0.5,0.0,0.75,C
BR_00022,CR_YT_293,1.0,0.75,0.0,0.875,B
BR_00022,CR_YT_295,1.0,1.0,0.0,1.0,A
BR_00022,CR_TK_002,1.0,0.5,0.0,0.75,C
BR_00022,CR_TK_003,1.0,1.0,0.0,1.0,A
BR_00022,CR_TK_007,1.0,0.5,0.0,0.75,C
BR_00022,CR_TK_010,1.0,0.5,0.0,0.75,C
BR_00022,CR_TK_013,1.0,0.75,0.0,0.875,B
BR_00022,CR_TK_017,1.0,0.75,0.82,0.853,B
BR_00022,CR_TK_054,1.0,0.5,0.0,0.75,C
BR_00022,CR_TK_059,1.0,0.75,0.0,0.875,B
BR_00022,CR_TK_068,1.0,0.75,0.0,0.875,B
BR_00022,CR_TK_069,1.0,0.75,0.0,0.875,B
BR_00022,CR_TK_070,1.0,1.0,0.0,1.0,A
BR_00022,CR_TK_072,1.0,1.0,0.0,1.0,A
BR_00022,CR_TK_082,1.0,0.5,0.0,0.75,C
BR_00022,CR_TK_083,1.0,0.75,0.0,0.875,B
BR_00022,CR_TK_085,1.0,0.75,0.0,0.875,B
BR_00022,CR_TK_093,1.0,0.5,0.0,0.75,C
BR_00022,CR_TK_094,1.0,0.5,0.0,0.75,C
BR_00022,CR_TK_096,1.0,1.0,0.0,1.0,A
BR_00022,CR_TK_097,1.0,0.75,0.0,0.875,B
BR_00022,CR_TK_098,1.0,0.25,0.62,0.623,D
BR_00022,CR_TK_100,1.0,0.5,0.0,0.75,C
BR_00022,CR_TK_103,1.0,0.75,0.0,0.875,B
BR_00022,CR_TK_104,1.0,1.0,0.0,1.0,A
BR_00022,CR_TK_112,1.0,0.75,0.0,0.875,B
BR_00022,CR_TK_114,1.0,0.75,0.0,0.875,B
BR_00022,CR_TK_116,1.0,0.25,0.0,0.625,D
BR_00022,CR_TK_123,1.0,0.5,0.0,0.75,C
BR_00022,CR_TK_130,1.0,0.75,0.0,0.875,B
BR_00022,CR_TK_148,1.0,1.0,0.0,1.0,A
BR_00022,CR_TK_153,1.0,0.5,0.78,0.762,C
BR_00022,CR_TK_154,1.0,0.5,0.9,0.81,B
BR_00022,CR_TK_158,1.0,0.75,0.0,0.875,B
BR_00022,CR_TK_167,1.0,0.5,0.0,0.75,C
BR_00022,CR_TK_168,1.0,0.75,0.0,0.875,B
BR_00022,CR_TK_169,1.0,0.75,0.0,0.875,B
BR_00022,CR_TK_176,1.0,0.5,0.0,0.75,C
BR_00022,CR_TK_178,1.0,0.75,0.0,0.875,B
BR_00022,CR_TK_185,1.0,1.0,0.0,1.0,A
BR_00022,CR_TK_186,1.0,0.75,0.0,0.875,B
BR_00022,CR_TK_187,1.0,0.75,0.0,0.875,B
BR_00022,CR_TK_189,1.0,0.75,0.0,0.875,B
BR_00022,CR_TK_194,1.0,0.5,0.0,0.75,C
BR_00023,CR_YT_003,1.0,0.75,0.86,0.869,B
BR_00023,CR_YT_005,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_006,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_009,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_010,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_015,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_023,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_029,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_031,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_036,1.0,1.0,0.84,0.936,A
BR_00023,CR_YT_039,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_040,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_048,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_057,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_058,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_060,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_062,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_068,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_073,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_077,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_079,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_090,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_091,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_092,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_099,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_102,1.0,0.75,0.92,0.893,B
BR_00023,CR_YT_107,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_108,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_110,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_118,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_123,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_127,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_133,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_136,1.0,0.5,0.0,0.75,C
BR_00023,CR_YT_137,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_139,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_148,1.0,0.75,0.86,0.869,B
BR_00023,CR_YT_151,1.0,1.0,0.72,0.888,B
BR_00023,CR_YT_157,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_158,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_163,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_170,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_179,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_187,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_189,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_203,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_207,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_208,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_210,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_215,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_216,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_217,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_223,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_226,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_234,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_237,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_243,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_256,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_257,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_260,1.0,0.5,0.0,0.75,C
BR_00023,CR_YT_264,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_269,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_273,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_274,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_275,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_276,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_283,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_288,1.0,0.75,0.0,0.875,B
BR_00023,CR_YT_297,1.0,1.0,0.0,1.0,A
BR_00023,CR_YT_300,1.0,0.75,0.0,0.875,B
BR_00023,CR_TK_001,1.0,1.0,0.0,1.0,A
BR_00023,CR_TK_009,1.0,1.0,0.0,1.0,A
BR_00023,CR_TK_016,1.0,0.75,0.0,0.875,B
BR_00023,CR_TK_022,1.0,0.75,0.0,0.875,B
BR_00023,CR_TK_024,1.0,1.0,0.0,1.0,A
BR_00023,CR_TK_027,1.0,0.75,0.0,0.875,B
BR_00023,CR_TK_028,1.0,0.75,0.0,0.875,B
BR_00023,CR_TK_034,1.0,0.5,0.0,0.75,C
BR_00023,CR_TK_035,1.0,1.0,0.74,0.896,B
BR_00023,CR_TK_042,1.0,0.75,0.0,0.875,B
BR_00023,CR_TK_052,1.0,1.0,0.0,1.0,A
BR_00023,CR_TK_055,1.0,0.75,0.0,0.875,B
BR_00023,CR_TK_063,1.0,0.75,0.0,0.875,B
BR_00023,CR_TK_064,1.0,1.0,0.0,1.0,A
BR_00023,CR_TK_077,1.0,0.75,0.0,0.875,B
BR_00023,CR_TK_078,1.0,0.75,0.0,0.875,B
BR_00023,CR_TK_079,1.0,1.0,0.0,1.0,A
BR_00023,CR_TK_081,1.0,0.75,0.0,0.875,B
BR_00023,CR_TK_084,1.0,0.75,0.0,0.875,B
BR_00023,CR_TK_087,1.0,0.75,0.0,0.875,B
BR_00023,CR_TK_088,1.0,0.75,0.0,0.875,B
BR_00023,CR_TK_089,1.0,1.0,0.88,0.952,A
BR_00023,CR_TK_091,1.0,0.75,0.0,0.875,B
BR_00023,CR_TK_107,1.0,1.0,0.0,1.0,A
BR_00023,CR_TK_115,1.0,1.0,0.0,1.0,A
BR_00023,CR_TK_125,1.0,1.0,0.0,1.0,A
BR_00023,CR_TK_135,1.0,1.0,0.76,0.904,A
BR_00023,CR_TK_136,1.0,1.0,0.0,1.0,A
BR_00023,CR_TK_150,1.0,0.75,0.0,0.875,B
BR_00023,CR_TK_155,1.0,1.0,0.0,1.0,A
BR_00023,CR_TK_156,1.0,0.75,0.0,0.875,B
BR_00023,CR_TK_162,1.0,0.75,0.0,0.875,B
BR_00023,CR_TK_170,1.0,0.75,0.0,0.875,B
BR_00023,CR_TK_173,1.0,1.0,0.0,1.0,A
BR_00023,CR_TK_183,1.0,1.0,0.0,1.0,A
BR_00023,CR_TK_184,1.0,1.0,0.0,1.0,A
BR_00023,CR_TK_190,1.0,1.0,0.0,1.0,A
BR_00024,CR_YT_001,1.0,1.0,0.0,1.0,A
BR_00024,CR_YT_013,1.0,0.75,0.74,0.821,B
BR_00024,CR_YT_019,1.0,1.0,1.0,1.0,A
BR_00024,CR_YT_044,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_053,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_064,1.0,0.75,0.86,0.869,B
BR_00024,CR_YT_065,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_080,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_081,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_083,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_087,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_104,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_106,1.0,1.0,0.0,1.0,A
BR_00024,CR_YT_109,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_134,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_161,1.0,1.0,0.48,0.792,C
BR_00024,CR_YT_172,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_195,1.0,0.5,0.0,0.75,C
BR_00024,CR_YT_202,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_225,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_227,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_229,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_241,1.0,0.75,0.8,0.845,B
BR_00024,CR_YT_252,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_255,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_277,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_278,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_279,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_285,1.0,0.75,0.0,0.875,B
BR_00024,CR_YT_294,1.0,1.0,0.0,1.0,A
BR_00024,CR_TK_008,1.0,0.75,0.0,0.875,B
BR_00024,CR_TK_012,1.0,1.0,0.0,1.0,A
BR_00024,CR_TK_014,1.0,1.0,0.0,1.0,A
BR_00024,CR_TK_030,1.0,0.75,0.0,0.875,B
BR_00024,CR_TK_048,1.0,0.75,0.72,0.813,B
BR_00024,CR_TK_050,1.0,0.75,0.0,0.875,B
BR_00024,CR_TK_065,1.0,0.75,0.0,0.875,B
BR_00024,CR_TK_092,1.0,0.75,0.0,0.875,B
BR_00024,CR_TK_099,1.0,0.75,0.0,0.875,B
BR_00024,CR_TK_110,1.0,1.0,0.0,1.0,A
BR_00024,CR_TK_113,1.0,0.75,0.0,0.875,B
BR_00024,CR_TK_124,1.0,0.75,0.0,0.875,B
BR_00024,CR_TK_133,1.0,0.75,0.0,0.875,B
BR_00024,CR_TK_137,1.0,0.5,0.52,0.658,D
BR_00024,CR_TK_141,1.0,1.0,0.96,0.984,A
BR_00024,CR_TK_145,1.0,0.75,0.0,0.875,B
BR_00024,CR_TK_157,1.0,0.75,0.0,0.875,B
BR_00024,CR_TK_160,1.0,0.75,0.0,0.875,B
BR_00024,CR_TK_181,1.0,0.75,0.0,0.875,B
BR_00024,CR_TK_195,1.0,0.75,0.0,0.875,B
BR_00024,CR_TK_198,1.0,0.75,0.0,0.875,B
BR_00024,CR_TK_200,1.0,0.75,0.0,0.875,B
BR_00025,CR_YT_008,1.0,0.25,0.6,0.615,D
BR_00025,CR_YT_016,1.0,0.75,0.0,0.875,B
BR_00025,CR_YT_018,1.0,0.75,0.0,0.875,B
BR_00025,CR_YT_021,1.0,0.75,0.0,0.875,B
BR_00025,CR_YT_024,1.0,0.75,0.0,0.875,B
BR_00025,CR_YT_025,1.0,0.5,0.0,0.75,C
BR_00025,CR_YT_027,1.0,0.75,0.0,0.875,B
BR_00025,CR_YT_043,1.0,0.5,0.0,0.75,C
BR_00025,CR_YT_050,1.0,0.5,0.74,0.746,C
BR_00025,CR_YT_052,1.0,0.5,0.0,0.75,C
BR_00025,CR_YT_082,1.0,0.5,0.0,0.75,C
BR_00025,CR_YT_086,1.0,0.75,0.7496,0.8248,B
BR_00025,CR_YT_097,1.0,0.75,0.0,0.875,B
BR_00025,CR_YT_098,1.0,0.75,0.0,0.875,B
BR_00025,CR_YT_101,1.0,0.75,0.0,0.875,B
BR_00025,CR_YT_103,1.0,0.75,0.0,0.875,B
BR_00025,CR_YT_113,1.0,0.5,0.0,0.75,C
BR_00025,CR_YT_119,1.0,0.5,0.9,0.81,B
BR_00025,CR_YT_124,1.0,0.5,0.0,0.75,C
BR_00025,CR_YT_131,1.0,0.75,0.0,0.875,B
