Creator_ID,Channel_Name,Handle,Platform,Category,Content_Type,Country,Followers,Avg_Views,Monthly_Views,Engagement_Rate,Nox_Score,Target_Age,Target_Gender,Estimated_CPM,Upload_Per_Month,Views_Trend_6M,Last_Upload_Date,Controversy_Flag,Ad_Content_Ratio,Risk_Score,Creator_Tier,Collab_Type_Pref,Created_At
CR_YT_125,쿡방장인125,@yt_쿡방장인125,YouTube,패션,OOTD,Korea,95755,53085,424680,6.67,4.5,18-34,Female,4700.0,9,하락,2026-02-02,없음,28,3.5,마이크로,OOTD협찬,2025-05-23
CR_YT_126,홈투어126,@yt_홈투어126,YouTube,뷰티,튜토리얼,Korea,57516,26740,133700,4.94,3.4,18-34,Female,5600.0,20,하락,2026-04-06,없음,13,3.8,마이크로,튜토리얼리뷰,2025-05-23
CR_YT_127,라이프브이로거127,@yt_라이프브이로거127,YouTube,피트니스,영양,Korea,57920,35691,249837,7.43,3.2,18-34,Mixed,1800.0,2,상승,2026-05-02,없음,35,4.2,마이크로,챌린지,2025-05-23
CR_YT_128,뷰티랩128,@yt_뷰티랩128,YouTube,교육,스터디,Korea,742848,214606,2146060,11.89,4.2,25-44,Mixed,3700.0,11,유지,2026-03-11,없음,36,3.9,마이크로,브랜디드,2025-05-23
CR_YT_129,언박서129,@yt_언박서129,YouTube,뷰티,GRWM,Korea,214928,168702,1349616,9.66,4.2,18-34,Female,6700.0,1,유지,2026-03-02,없음,42,2.9,마이크로,브랜디드,2025-05-23
CR_YT_130,홈투어130,@yt_홈투어130,YouTube,뷰티,리뷰,Korea,78712,41069,410690,2.2,4.0,18-34,Female,1700.0,23,상승,2025-12-19,없음,33,4.7,마이크로,튜토리얼리뷰,2025-05-23
CR_YT_131,레시피북131,@yt_레시피북131,YouTube,테크,팁강의,Korea,63788,27196,299156,10.54,4.2,25-44,Male,2000.0,5,유지,2025-12-24,없음,25,4.7,마이크로,브랜디드,2025-05-23
CR_YT_132,라이프브이로거132,@yt_라이프브이로거132,YouTube,엔터테인먼트,개그,Korea,8531,6262,56358,6.78,4.0,13-24,Mixed,8000.0,22,하락,2026-05-25,없음,44,3.0,나노,PPL,2025-05-23
CR_YT_133,피트니스코치133,@yt_피트니스코치133,YouTube,라이프스타일,인테리어,Korea,39473,29846,238768,9.37,4.1,25-44,Female,6700.0,16,상승,2026-03-03,없음,40,4.2,마이크로,브랜디드,2025-05-23
CR_YT_134,홈투어134,@yt_홈투어134,YouTube,푸드,쿡방,Korea,59767,43141,431410,9.91,4.9,18-34,Mixed,7500.0,10,상승,2026-01-13,없음,27,4.7,마이크로,먹방협찬,2025-05-23
CR_YT_135,쿡방장인135,@yt_쿡방장인135,YouTube,패션,하울,Korea,968170,439484,5273808,8.51,2.4,18-34,Female,6100.0,19,상승,2026-01-02,없음,38,4.2,마이크로,하울,2025-05-23
CR_YT_136,먹방킹136,@yt_먹방킹136,YouTube,라이프스타일,홈투어,Korea,446337,262454,1312270,8.33,2.4,25-44,Female,8700.0,6,유지,2026-04-17,없음,35,4.4,마이크로,브랜디드,2025-05-23
CR_YT_137,교육튜터137,@yt_교육튜터137,YouTube,피트니스,영양,Korea,21725,11714,81998,6.65,4.2,18-34,Mixed,8500.0,6,유지,2025-12-16,없음,30,4.4,마이크로,챌린지,2025-05-23
CR_YT_138,먹방킹138,@yt_먹방킹138,YouTube,패션,하울,Korea,3382204,1698161,15283449,3.77,5.0,18-34,Female,5600.0,16,상승,2026-03-10,없음,22,5.0,매크로,PPL,2025-05-23
CR_YT_139,게임마스터139,@yt_게임마스터139,YouTube,피트니스,영양,Korea,94972,23073,138438,0.66,3.0,18-34,Mixed,3700.0,22,상승,2025-12-15,없음,45,4.2,마이크로,제품리뷰,2025-05-23
CR_YT_140,라이프브이로거140,@yt_라이프브이로거140,YouTube,게임,스트리밍,Korea,3807062,462705,2776230,5.99,4.8,13-24,Male,1600.0,13,상승,2026-02-23,없음,26,4.7,매크로,브랜디드,2025-05-23
CR_YT_141,뷰티퀸141,@yt_뷰티퀸141,YouTube,교육,스터디,Korea,477017,271697,1086788,8.18,3.4,25-44,Mixed,2700.0,22,유지,2026-04-30,없음,12,4.7,마이크로,브랜디드,2025-05-23
CR_YT_142,패션피플142,@yt_패션피플142,YouTube,교육,요약,Korea,240057,98096,1079056,9.1,3.8,25-44,Mixed,4600.0,18,유지,2026-05-13,없음,18,4.7,마이크로,PPL,2025-05-23
CR_YT_143,테크리뷰143,@yt_테크리뷰143,YouTube,교육,요약,Korea,79228,45779,228895,11.05,2.3,25-44,Mixed,7700.0,17,상승,2026-03-27,없음,14,5.0,마이크로,브랜디드,2025-05-23
CR_YT_144,IT리뷰어144,@yt_it리뷰어144,YouTube,게임,공략,Korea,315379,185344,2038784,1.55,3.5,13-24,Male,7600.0,15,상승,2026-03-12,없음,34,4.7,마이크로,브랜디드,2025-05-23
CR_YT_145,교육튜터145,@yt_교육튜터145,YouTube,여행,브이로그,Korea,61897,14907,59628,9.08,3.7,25-44,Mixed,1800.0,12,하락,2025-11-17,없음,8,3.8,마이크로,PPL,2025-05-23
CR_YT_146,교육튜터146,@yt_교육튜터146,YouTube,뷰티,리뷰,Korea,27750,17326,173260,4.81,4.7,18-34,Female,4900.0,13,유지,2025-11-21,없음,13,4.7,마이크로,GRWM협찬,2025-05-23
CR_YT_147,테크몽147,@yt_테크몽147,YouTube,테크,팁강의,Korea,26691,15904,111328,10.1,4.3,25-44,Male,8800.0,15,하락,2026-05-04,없음,32,3.5,마이크로,언박싱리뷰,2025-05-23
CR_YT_148,IT리뷰어148,@yt_it리뷰어148,YouTube,라이프스타일,일상브이로그,Korea,389039,74446,372230,0.87,4.0,25-44,Female,6100.0,1,상승,2025-12-23,없음,11,4.0,마이크로,브랜디드,2025-05-23
CR_YT_149,먹방킹149,@yt_먹방킹149,YouTube,교육,스터디,Korea,146385,51483,360381,6.71,4.3,25-44,Mixed,7300.0,5,유지,2026-01-14,없음,41,3.9,마이크로,PPL,2025-05-23
CR_YT_150,라이프브이로거150,@yt_라이프브이로거150,YouTube,교육,자격증,Korea,250219,197490,2369880,3.04,2.9,25-44,Mixed,2000.0,19,하락,2025-12-15,없음,40,3.0,마이크로,제품리뷰,2025-05-23
CR_YT_151,GRWM크리에이터151,@yt_grwm크리에이터151,YouTube,피트니스,영양,Korea,6222,3560,35600,2.22,3.1,18-34,Mixed,7200.0,16,상승,2025-12-28,없음,14,5.0,나노,챌린지,2025-05-23
CR_YT_152,레시피북152,@yt_레시피북152,YouTube,게임,공략,Korea,9683,1457,10199,3.43,3.0,13-24,Male,2100.0,15,상승,2025-11-24,없음,17,5.0,나노,PPL,2025-05-23
CR_YT_153,맛집탐방가153,@yt_맛집탐방가153,YouTube,엔터테인먼트,개그,Korea,19539,3734,44808,3.0,2.6,13-24,Mixed,8300.0,10,상승,2025-12-25,없음,12,5.0,마이크로,PPL,2025-05-23
CR_YT_154,여행러154,@yt_여행러154,YouTube,교육,강의,Korea,41369,19197,153576,4.88,3.6,25-44,Mixed,4200.0,9,상승,2026-03-12,없음,34,4.7,마이크로,PPL,2025-05-23
CR_YT_155,라이프브이로거155,@yt_라이프브이로거155,YouTube,여행,여행팁,Korea,7073,2013,8052,6.97,2.7,25-44,Mixed,2600.0,9,유지,2026-03-30,없음,31,4.4,나노,협찬리뷰,2025-05-23
CR_YT_157,게임마스터157,@yt_게임마스터157,YouTube,피트니스,운동루틴,Korea,673095,280167,3362004,11.89,4.9,18-34,Mixed,5400.0,3,하락,2025-11-13,없음,31,3.0,마이크로,PPL,2025-05-23
CR_YT_158,테크리뷰158,@yt_테크리뷰158,YouTube,라이프스타일,일상브이로그,Korea,11198,2396,26356,4.79,3.9,25-44,Female,6500.0,20,유지,2026-04-18,없음,6,4.7,마이크로,제품리뷰,2025-05-23
CR_YT_159,레시피북159,@yt_레시피북159,YouTube,게임,공략,Korea,3220538,1905413,22864956,11.74,2.1,13-24,Male,7600.0,22,유지,2026-05-26,없음,11,4.7,매크로,브랜디드,2025-05-23
CR_YT_160,패션피플160,@yt_패션피플160,YouTube,테크,비교영상,Korea,652029,156039,1404351,3.57,3.2,25-44,Male,4300.0,13,유지,2026-03-25,없음,19,4.7,마이크로,브랜디드,2025-05-23
CR_YT_161,먹방킹161,@yt_먹방킹161,YouTube,푸드,먹방,Korea,2590748,862400,9486400,1.15,2.0,18-34,Mixed,2800.0,16,유지,2026-04-15,없음,41,3.9,매크로,먹방협찬,2025-05-23
CR_YT_162,패션피플162,@yt_패션피플162,YouTube,뷰티,리뷰,Korea,825916,591079,6501869,3.62,4.8,18-34,Female,6600.0,9,유지,2026-03-25,없음,16,4.7,마이크로,GRWM협찬,2025-05-23
CR_YT_163,홈투어163,@yt_홈투어163,YouTube,라이프스타일,미니멀,Korea,960556,561477,5614770,11.18,2.9,25-44,Female,5700.0,19,유지,2026-04-23,없음,26,4.4,마이크로,제품리뷰,2025-05-23
CR_YT_164,테크리뷰164,@yt_테크리뷰164,YouTube,테크,비교영상,Korea,55332,4994,49940,3.17,2.2,25-44,Male,6000.0,20,유지,2026-02-10,없음,6,4.7,마이크로,제품리뷰,2025-05-23
CR_YT_165,패션피플165,@yt_패션피플165,YouTube,여행,숙박리뷰,Korea,59207,22136,221360,1.49,3.9,25-44,Mixed,7500.0,23,상승,2025-11-22,없음,14,5.0,마이크로,브랜디드,2025-05-23
CR_YT_166,GRWM크리에이터166,@yt_grwm크리에이터166,YouTube,테크,팁강의,Korea,211726,25119,200952,5.61,4.3,25-44,Male,2300.0,3,상승,2026-02-19,없음,40,3.7,마이크로,언박싱리뷰,2025-05-23
CR_YT_167,테크리뷰167,@yt_테크리뷰167,YouTube,뷰티,GRWM,Korea,22198,11047,99423,10.43,2.0,18-34,Female,4600.0,25,상승,2026-05-05,없음,20,5.0,마이크로,브랜디드,2025-05-23
CR_YT_168,게임마스터168,@yt_게임마스터168,YouTube,엔터테인먼트,개그,Korea,415759,104482,626892,1.23,3.3,13-24,Mixed,4700.0,16,상승,2026-02-01,없음,20,5.0,마이크로,브랜디드,2025-05-23
CR_YT_169,여행러169,@yt_여행러169,YouTube,교육,요약,Korea,27758,7730,77300,4.32,3.9,25-44,Mixed,7500.0,11,유지,2026-01-25,없음,43,3.9,마이크로,브랜디드,2025-05-23
CR_YT_170,맛집탐방가170,@yt_맛집탐방가170,YouTube,피트니스,다이어트,Korea,4290,1755,10530,11.59,4.9,18-34,Mixed,3700.0,23,하락,2026-03-06,없음,20,3.8,나노,제품리뷰,2025-05-23
CR_YT_171,GRWM크리에이터171,@yt_grwm크리에이터171,YouTube,패션,코디추천,Korea,83905,16768,201216,2.57,4.3,18-34,Female,1700.0,24,유지,2026-05-01,없음,33,4.4,마이크로,하울,2025-05-23
CR_YT_172,레시피북172,@yt_레시피북172,YouTube,푸드,쿡방,Korea,28242,14827,103789,3.41,2.5,18-34,Mixed,4700.0,13,상승,2026-02-23,없음,35,4.7,마이크로,먹방협찬,2025-05-23
CR_YT_173,레시피북173,@yt_레시피북173,YouTube,게임,공략,Korea,57124,32916,394992,7.33,4.7,13-24,Male,2300.0,8,하락,2026-04-20,없음,15,3.8,마이크로,브랜디드,2025-05-23
CR_YT_174,라이프브이로거174,@yt_라이프브이로거174,YouTube,엔터테인먼트,커버댄스,Korea,8052,1042,5210,3.48,3.5,13-24,Mixed,5400.0,19,하락,2026-03-28,없음,33,3.5,나노,챌린지,2025-05-23
CR_YT_175,홈투어175,@yt_홈투어175,YouTube,여행,여행팁,Korea,29758,9187,36748,6.05,2.9,25-44,Mixed,8400.0,3,상승,2026-05-06,없음,27,4.2,마이크로,PPL,2025-05-23
CR_YT_176,여행러176,@yt_여행러176,YouTube,여행,브이로그,Korea,55652,22657,249227,8.8,3.4,25-44,Mixed,2000.0,2,하락,2025-11-30,없음,26,3.0,마이크로,브랜디드,2025-05-23
CR_YT_177,패션피플177,@yt_패션피플177,YouTube,테크,리뷰,Korea,82339,14006,168072,5.4,3.4,25-44,Male,7500.0,21,상승,2025-12-18,없음,30,4.7,마이크로,브랜디드,2025-05-23
CR_YT_178,여행러178,@yt_여행러178,YouTube,교육,스터디,Korea,66302,22650,158550,2.87,4.3,25-44,Mixed,7600.0,3,유지,2025-11-27,없음,16,4.2,마이크로,브랜디드,2025-05-23
CR_YT_179,IT리뷰어179,@yt_it리뷰어179,YouTube,라이프스타일,미니멀,Korea,803281,559868,6718416,11.61,2.9,25-44,Female,4400.0,13,유지,2025-11-30,없음,27,4.4,마이크로,제품리뷰,2025-05-23
CR_YT_180,교육튜터180,@yt_교육튜터180,YouTube,테크,언박싱,Korea,2388,1323,11907,1.86,2.9,25-44,Male,2900.0,23,상승,2026-03-11,없음,31,4.7,나노,브랜디드,2025-05-23
CR_YT_181,레시피북181,@yt_레시피북181,YouTube,엔터테인먼트,숏폼댄스,Korea,766371,347192,2083152,6.88,3.5,13-24,Mixed,2600.0,11,유지,2026-04-08,없음,27,4.4,마이크로,챌린지,2025-05-23
CR_YT_182,여행러182,@yt_여행러182,YouTube,테크,언박싱,Korea,9281,5009,50090,8.37,3.2,25-44,Male,7800.0,16,상승,2025-11-22,없음,6,5.0,나노,제품리뷰,2025-05-23
CR_YT_183,피트니스코치183,@yt_피트니스코치183,YouTube,뷰티,리뷰,Korea,402692,70936,780296,7.0,4.3,18-34,Female,5200.0,17,상승,2026-03-27,없음,22,5.0,마이크로,브랜디드,2025-05-23
CR_YT_184,IT리뷰어184,@yt_it리뷰어184,YouTube,뷰티,GRWM,Korea,65725,8334,58338,3.92,5.0,18-34,Female,4900.0,12,상승,2026-02-21,없음,20,5.0,마이크로,브랜디드,2025-05-23
CR_YT_185,언박서185,@yt_언박서185,YouTube,교육,요약,Korea,8015,1398,8388,9.53,4.4,25-44,Mixed,7500.0,19,상승,2026-03-17,없음,43,4.2,나노,브랜디드,2025-05-23
CR_YT_186,교육튜터186,@yt_교육튜터186,YouTube,패션,하울,Korea,77425,61097,305485,2.06,4.3,18-34,Female,4600.0,2,상승,2026-04-17,없음,13,4.5,마이크로,PPL,2025-05-23
CR_YT_187,패션피플187,@yt_패션피플187,YouTube,피트니스,다이어트,Korea,7434,3100,24800,7.72,3.1,18-34,Mixed,2100.0,25,상승,2026-02-12,확인필요,22,3.5,나노,제품리뷰,2025-05-23
CR_YT_188,라이프브이로거188,@yt_라이프브이로거188,YouTube,여행,숙박리뷰,Korea,22208,13284,146124,7.8,4.1,25-44,Mixed,7900.0,18,유지,2025-12-26,없음,18,4.7,마이크로,PPL,2025-05-23
CR_YT_189,교육튜터189,@yt_교육튜터189,YouTube,피트니스,홈트,Korea,706007,104450,1148950,9.57,4.7,18-34,Mixed,7200.0,2,상승,2026-04-10,없음,6,4.5,마이크로,챌린지,2025-05-23
CR_YT_190,IT리뷰어190,@yt_it리뷰어190,YouTube,여행,브이로그,Korea,2794320,563722,3382332,10.64,2.9,25-44,Mixed,8100.0,9,상승,2026-04-17,없음,21,5.0,매크로,PPL,2025-05-23
CR_YT_191,먹방킹191,@yt_먹방킹191,YouTube,테크,언박싱,Korea,50043,29750,208250,5.44,2.3,25-44,Male,2200.0,7,유지,2025-11-20,없음,42,3.9,마이크로,브랜디드,2025-05-23
CR_YT_192,뷰티퀸192,@yt_뷰티퀸192,YouTube,여행,여행팁,Korea,2441054,1618008,16180080,8.48,3.4,25-44,Mixed,3200.0,3,하락,2026-05-26,없음,11,3.3,매크로,PPL,2025-05-23
CR_YT_193,댄스스타193,@yt_댄스스타193,YouTube,패션,하울,Korea,27451,14581,87486,1.29,3.7,18-34,Female,6100.0,6,유지,2026-01-29,없음,45,3.9,마이크로,OOTD협찬,2025-05-23
CR_YT_194,IT리뷰어194,@yt_it리뷰어194,YouTube,교육,스터디,Korea,2420,1748,10488,9.15,3.8,25-44,Mixed,4400.0,14,상승,2026-05-22,없음,20,5.0,나노,PPL,2025-05-23
CR_YT_195,패션피플195,@yt_패션피플195,YouTube,푸드,레시피,Korea,88644,52378,419024,9.46,4.1,18-34,Mixed,7900.0,22,상승,2025-12-23,확인필요,43,2.7,마이크로,먹방협찬,2025-05-23
CR_YT_196,교육튜터196,@yt_교육튜터196,YouTube,엔터테인먼트,개그,Korea,41370,17423,87115,3.27,3.9,13-24,Mixed,2000.0,1,상승,2026-01-21,없음,29,3.7,마이크로,챌린지,2025-05-23
CR_YT_197,게임마스터197,@yt_게임마스터197,YouTube,게임,업적,Korea,2195,137,685,0.66,2.6,13-24,Male,8400.0,13,유지,2026-01-13,확인필요,31,2.9,나노,브랜디드,2025-05-23
CR_YT_198,테크리뷰198,@yt_테크리뷰198,YouTube,엔터테인먼트,숏폼댄스,Korea,80471,41203,329624,1.46,2.2,13-24,Mixed,8400.0,5,유지,2026-01-23,없음,42,3.9,마이크로,챌린지,2025-05-23
CR_YT_199,패션피플199,@yt_패션피플199,YouTube,엔터테인먼트,숏폼댄스,Korea,1361602,1012311,5061555,5.71,3.8,13-24,Mixed,3800.0,24,하락,2026-05-09,없음,12,3.8,매크로,브랜디드,2025-05-23
CR_YT_200,뷰티퀸200,@yt_뷰티퀸200,YouTube,테크,팁강의,Korea,463546,205005,1640040,2.42,2.4,25-44,Male,7400.0,9,하락,2025-12-01,없음,26,3.5,마이크로,제품리뷰,2025-05-23
CR_YT_201,테크리뷰201,@yt_테크리뷰201,YouTube,게임,공략,Korea,704663,366882,4035702,5.73,3.1,13-24,Male,5200.0,19,상승,2026-02-03,없음,21,5.0,마이크로,브랜디드,2025-05-23
CR_YT_202,패션피플202,@yt_패션피플202,YouTube,푸드,레시피,Korea,10336,858,3432,3.31,3.4,18-34,Mixed,4400.0,5,상승,2025-11-10,없음,31,4.7,마이크로,레시피협찬,2025-05-23
CR_YT_203,레시피북203,@yt_레시피북203,YouTube,라이프스타일,미니멀,Korea,6241,1581,7905,7.07,2.4,25-44,Female,6500.0,2,상승,2025-12-28,확인필요,7,3.0,나노,일상PPL,2025-05-23
CR_YT_204,교육튜터204,@yt_교육튜터204,YouTube,여행,여행팁,Korea,6090,1799,21588,5.75,3.1,25-44,Mixed,3700.0,10,하락,2026-04-09,없음,34,3.5,나노,브랜디드,2025-05-23
CR_YT_205,여행러205,@yt_여행러205,YouTube,여행,브이로그,Korea,81638,50645,354515,2.23,4.8,25-44,Mixed,1700.0,18,상승,2026-04-12,없음,26,4.7,마이크로,브랜디드,2025-05-23
CR_YT_206,교육튜터206,@yt_교육튜터206,YouTube,엔터테인먼트,개그,Korea,655550,516138,5161380,6.16,2.2,13-24,Mixed,9000.0,23,상승,2025-11-24,없음,19,5.0,마이크로,브랜디드,2025-05-23
CR_YT_207,IT리뷰어207,@yt_it리뷰어207,YouTube,피트니스,다이어트,Korea,2391,1161,13932,2.04,4.5,18-34,Mixed,2100.0,19,상승,2026-02-20,없음,20,5.0,나노,제품리뷰,2025-05-23
CR_YT_208,GRWM크리에이터208,@yt_grwm크리에이터208,YouTube,피트니스,운동루틴,Korea,52762,15224,121792,3.19,4.8,18-34,Mixed,2500.0,25,유지,2025-11-28,없음,11,4.7,마이크로,제품리뷰,2025-05-23
CR_YT_209,라이프브이로거209,@yt_라이프브이로거209,YouTube,여행,브이로그,Korea,80244,25575,179025,5.7,3.4,25-44,Mixed,7900.0,3,상승,2026-05-26,없음,43,3.7,마이크로,협찬리뷰,2025-05-23
CR_YT_210,댄스스타210,@yt_댄스스타210,YouTube,피트니스,운동루틴,Korea,2041105,1584509,15845090,6.4,4.0,18-34,Mixed,3500.0,6,상승,2026-02-12,없음,40,4.2,매크로,챌린지,2025-05-23
CR_YT_211,홈쿡211,@yt_홈쿡211,YouTube,여행,여행팁,Korea,3290,464,1856,10.05,4.9,25-44,Mixed,2500.0,13,상승,2026-04-25,없음,42,4.2,나노,협찬리뷰,2025-05-23
CR_YT_212,테크리뷰212,@yt_테크리뷰212,YouTube,뷰티,언박싱,Korea,777366,297399,1784394,1.56,4.5,18-34,Female,7600.0,4,상승,2026-02-27,없음,15,5.0,마이크로,브랜디드,2025-05-23
CR_YT_213,쿡방장인213,@yt_쿡방장인213,YouTube,엔터테인먼트,챌린지,Korea,3865602,1430265,12872385,2.97,2.6,13-24,Mixed,3600.0,5,상승,2026-04-07,없음,44,4.2,매크로,브랜디드,2025-05-23
CR_YT_214,쿡방장인214,@yt_쿡방장인214,YouTube,패션,PPL,Korea,82179,33633,168165,3.72,2.4,18-34,Female,3000.0,17,상승,2026-04-11,없음,6,5.0,마이크로,하울,2025-05-23
CR_YT_215,쿡방장인215,@yt_쿡방장인215,YouTube,피트니스,영양,Korea,73527,22648,271776,4.2,2.8,18-34,Mixed,1700.0,20,상승,2025-11-08,없음,8,5.0,마이크로,PPL,2025-05-23
CR_YT_216,홈투어216,@yt_홈투어216,YouTube,피트니스,운동루틴,Korea,3615,452,3164,3.57,4.4,18-34,Mixed,8400.0,2,상승,2026-03-28,없음,27,4.2,나노,챌린지,2025-05-23
CR_YT_217,홈투어217,@yt_홈투어217,YouTube,라이프스타일,인테리어,Korea,873959,500970,2003880,8.59,3.1,25-44,Female,5800.0,5,유지,2025-12-19,없음,39,3.9,마이크로,일상PPL,2025-05-23
CR_YT_218,먹방킹218,@yt_먹방킹218,YouTube,여행,브이로그,Korea,1975693,990310,3961240,6.55,2.0,25-44,Mixed,8400.0,7,상승,2026-01-27,없음,25,5.0,매크로,협찬리뷰,2025-05-23
CR_YT_219,홈투어219,@yt_홈투어219,YouTube,테크,비교영상,Korea,28566,18018,216216,10.4,4.9,25-44,Male,4300.0,22,유지,2026-03-31,없음,26,4.4,마이크로,제품리뷰,2025-05-23
CR_YT_220,게임마스터220,@yt_게임마스터220,YouTube,테크,언박싱,Korea,67261,43308,476388,7.97,2.5,25-44,Male,8800.0,23,유지,2026-05-21,없음,19,4.7,마이크로,제품리뷰,2025-05-23
CR_YT_221,교육튜터221,@yt_교육튜터221,YouTube,패션,OOTD,Korea,864234,44377,443770,10.28,4.3,18-34,Female,5800.0,6,유지,2026-01-21,없음,19,4.7,마이크로,OOTD협찬,2025-05-23
CR_YT_222,라이프브이로거222,@yt_라이프브이로거222,YouTube,테크,리뷰,Korea,41194,12774,114966,2.43,4.7,25-44,Male,2200.0,23,하락,2026-04-13,없음,33,3.5,마이크로,제품리뷰,2025-05-23
CR_YT_223,패션피플223,@yt_패션피플223,YouTube,라이프스타일,인테리어,Korea,55938,13564,67820,8.78,2.1,25-44,Female,4800.0,14,상승,2026-02-14,없음,29,4.7,마이크로,제품리뷰,2025-05-23
CR_YT_224,홈쿡224,@yt_홈쿡224,YouTube,엔터테인먼트,개그,Korea,4695,807,4035,9.69,2.1,13-24,Mixed,1600.0,9,상승,2025-11-19,없음,15,5.0,나노,PPL,2025-05-23
CR_YT_225,테크몽225,@yt_테크몽225,YouTube,푸드,맛집투어,Korea,2525,766,8426,8.6,3.3,18-34,Mixed,6400.0,20,유지,2025-12-11,없음,11,4.7,나노,제품리뷰,2025-05-23
CR_YT_226,레시피북226,@yt_레시피북226,YouTube,라이프스타일,일상브이로그,Korea,80795,20113,160904,3.92,2.3,25-44,Female,4400.0,18,유지,2025-12-10,없음,28,4.4,마이크로,브랜디드,2025-05-23
CR_YT_227,교육튜터227,@yt_교육튜터227,YouTube,푸드,쿡방,Korea,8869,1771,7084,2.88,3.9,18-34,Mixed,8800.0,16,상승,2026-01-18,없음,35,4.7,나노,먹방협찬,2025-05-23
CR_YT_228,테크리뷰228,@yt_테크리뷰228,YouTube,패션,OOTD,Korea,60793,11469,114690,4.75,3.3,18-34,Female,3500.0,15,상승,2025-12-28,없음,41,4.2,마이크로,PPL,2025-05-23
CR_YT_229,테크리뷰229,@yt_테크리뷰229,YouTube,푸드,레시피,Korea,80968,29188,204316,6.87,4.5,18-34,Mixed,7600.0,14,유지,2026-04-25,없음,41,3.9,마이크로,레시피협찬,2025-05-23
CR_YT_230,테크리뷰230,@yt_테크리뷰230,YouTube,패션,하울,Korea,14551,6207,74484,9.71,4.0,18-34,Female,6200.0,4,유지,2025-12-15,없음,18,4.7,마이크로,PPL,2025-05-23
CR_YT_231,레시피북231,@yt_레시피북231,YouTube,뷰티,리뷰,Korea,3865235,1455434,8732604,10.09,2.8,18-34,Female,8300.0,3,상승,2026-02-08,없음,30,4.2,매크로,튜토리얼리뷰,2025-05-23
CR_YT_232,IT리뷰어232,@yt_it리뷰어232,YouTube,게임,공략,Korea,1202,769,9228,9.49,2.3,13-24,Male,2600.0,19,유지,2026-03-30,없음,11,4.7,나노,PPL,2025-05-23
CR_YT_233,언박서233,@yt_언박서233,YouTube,게임,공략,Korea,5327,1796,19756,7.08,3.4,13-24,Male,2800.0,13,상승,2026-04-08,없음,30,4.7,나노,PPL,2025-05-23
CR_YT_234,패션피플234,@yt_패션피플234,YouTube,피트니스,운동루틴,Korea,2993209,2216849,19951641,0.73,4.5,18-34,Mixed,3800.0,9,유지,2026-04-28,없음,19,4.7,매크로,제품리뷰,2025-05-23
CR_YT_235,라이프브이로거235,@yt_라이프브이로거235,YouTube,여행,브이로그,Korea,537017,270513,1352565,2.66,2.6,25-44,Mixed,7700.0,24,유지,2026-05-14,확인필요,28,2.9,마이크로,브랜디드,2025-05-23
CR_YT_236,테크리뷰236,@yt_테크리뷰236,YouTube,테크,리뷰,Korea,631413,222597,2671164,10.61,2.1,25-44,Male,2900.0,7,상승,2026-01-03,없음,34,4.7,마이크로,제품리뷰,2025-05-23
CR_YT_237,피트니스코치237,@yt_피트니스코치237,YouTube,라이프스타일,인테리어,Korea,70846,30381,151905,8.33,2.7,25-44,Female,5200.0,15,상승,2026-03-02,없음,40,4.2,마이크로,브랜디드,2025-05-23
CR_YT_238,피트니스코치238,@yt_피트니스코치238,YouTube,테크,비교영상,Korea,21847,5763,57630,1.07,4.6,25-44,Male,7300.0,7,상승,2026-04-15,없음,18,5.0,마이크로,브랜디드,2025-05-23
CR_YT_239,뷰티랩239,@yt_뷰티랩239,YouTube,엔터테인먼트,커버댄스,Korea,4272830,3312954,13251816,5.95,2.4,13-24,Mixed,2800.0,1,상승,2026-01-04,없음,24,4.0,매크로,챌린지,2025-05-23
CR_YT_240,언박서240,@yt_언박서240,YouTube,엔터테인먼트,커버댄스,Korea,38601,15441,185292,9.98,3.2,13-24,Mixed,2300.0,17,하락,2026-02-04,없음,43,3.0,마이크로,챌린지,2025-05-23
CR_YT_241,쿡방장인241,@yt_쿡방장인241,YouTube,푸드,먹방,Korea,2159654,1145579,9164632,3.5,4.1,18-34,Mixed,8200.0,10,상승,2025-12-09,확인필요,20,3.5,매크로,먹방협찬,2025-05-23
CR_YT_242,라이프브이로거242,@yt_라이프브이로거242,YouTube,엔터테인먼트,커버댄스,Korea,13336,7222,57776,3.48,3.3,13-24,Mixed,4400.0,2,유지,2026-05-01,없음,17,4.2,마이크로,브랜디드,2025-05-23
CR_YT_243,테크몽243,@yt_테크몽243,YouTube,라이프스타일,홈투어,Korea,72355,52811,475299,6.33,4.5,25-44,Female,7800.0,18,상승,2026-01-15,없음,35,4.7,마이크로,제품리뷰,2025-05-23
CR_YT_244,테크몽244,@yt_테크몽244,YouTube,패션,코디추천,Korea,3999,3040,27360,8.03,2.7,18-34,Female,3200.0,10,유지,2026-05-21,없음,28,4.4,나노,하울,2025-05-23
CR_YT_245,IT리뷰어245,@yt_it리뷰어245,YouTube,패션,OOTD,Korea,8709,786,3930,5.93,2.6,18-34,Female,2400.0,22,유지,2026-03-16,없음,31,4.4,나노,PPL,2025-05-23
CR_YT_246,여행러246,@yt_여행러246,YouTube,테크,리뷰,Korea,697062,501629,5517919,2.15,4.6,25-44,Male,2900.0,3,유지,2026-01-25,없음,25,4.2,마이크로,언박싱리뷰,2025-05-23
